contig_ID,MGE_ID,cARG_ID,Distance,MGE_subtype,ARG_type,ARG_Start,ARG_End,ARG_Strand,MGE_Start,MGE_End,MGE_Strand,species,label
GCH227B_k127_131975,GCH227B_k127_131975_11,GCH227B_k127_131975_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
Lace_duck_Glandular_stomach_25_k127_5355245,Lace_duck_Glandular_stomach_25_k127_5355245_10,Lace_duck_Glandular_stomach_25_k127_5355245_6,2507,tnpA10,tet(R),3685,4308,-1,6815,8023,-1,s__Escherichia coli,plasmid.Proteobacteria
Lace_duck_Glandular_stomach_25_k127_5355245,Lace_duck_Glandular_stomach_25_k127_5355245_10,Lace_duck_Glandular_stomach_25_k127_5355245_6,2507,tnpA10,tet(R),3685,4308,-1,6815,8023,-1,s__Escherichia coli,plasmid.Proteobacteria
Lace_duck_Glandular_stomach_25_k127_5355245,Lace_duck_Glandular_stomach_25_k127_5355245_10,Lace_duck_Glandular_stomach_25_k127_5355245_7,1220,tnpA10,tet(B),4390,5595,1,6815,8023,-1,s__Escherichia coli,plasmid.Proteobacteria
Lace_duck_Glandular_stomach_25_k127_5355245,Lace_duck_Glandular_stomach_25_k127_5355245_10,Lace_duck_Glandular_stomach_25_k127_5355245_7,1220,tnpA10,tet(B),4390,5595,1,6815,8023,-1,s__Escherichia coli,plasmid.Proteobacteria
Lace_duck_muscular_stomach_24_k127_891,Lace_duck_muscular_stomach_24_k127_891_1,Lace_duck_muscular_stomach_24_k127_891_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
Lace_duck_muscular_stomach_24_k127_891,Lace_duck_muscular_stomach_24_k127_891_1,Lace_duck_muscular_stomach_24_k127_891_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
Lace_duck_muscular_stomach_24_k127_891,Lace_duck_muscular_stomach_24_k127_891_1,Lace_duck_muscular_stomach_24_k127_891_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
Lace_duck_muscular_stomach_24_k127_891,Lace_duck_muscular_stomach_24_k127_891_1,Lace_duck_muscular_stomach_24_k127_891_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
Lace_duck_muscular_stomach_24_k127_891,Lace_duck_muscular_stomach_24_k127_891_11,Lace_duck_muscular_stomach_24_k127_891_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
Lace_duck_muscular_stomach_24_k127_891,Lace_duck_muscular_stomach_24_k127_891_11,Lace_duck_muscular_stomach_24_k127_891_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
Lace_duck_muscular_stomach_24_k127_891,Lace_duck_muscular_stomach_24_k127_891_11,Lace_duck_muscular_stomach_24_k127_891_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
Lace_duck_muscular_stomach_24_k127_891,Lace_duck_muscular_stomach_24_k127_891_11,Lace_duck_muscular_stomach_24_k127_891_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH108B_k127_273476,MCH108B_k127_273476_1,MCH108B_k127_273476_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH108B_k127_273476,MCH108B_k127_273476_1,MCH108B_k127_273476_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH108B_k127_273476,MCH108B_k127_273476_1,MCH108B_k127_273476_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH108B_k127_273476,MCH108B_k127_273476_1,MCH108B_k127_273476_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH108B_k127_273476,MCH108B_k127_273476_11,MCH108B_k127_273476_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH108B_k127_273476,MCH108B_k127_273476_11,MCH108B_k127_273476_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH108B_k127_273476,MCH108B_k127_273476_11,MCH108B_k127_273476_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH108B_k127_273476,MCH108B_k127_273476_11,MCH108B_k127_273476_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH111A_k127_165174,MCH111A_k127_165174_1,MCH111A_k127_165174_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH111A_k127_165174,MCH111A_k127_165174_1,MCH111A_k127_165174_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH111A_k127_165174,MCH111A_k127_165174_1,MCH111A_k127_165174_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH111A_k127_165174,MCH111A_k127_165174_1,MCH111A_k127_165174_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH111A_k127_165174,MCH111A_k127_165174_11,MCH111A_k127_165174_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH111A_k127_165174,MCH111A_k127_165174_11,MCH111A_k127_165174_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH111A_k127_165174,MCH111A_k127_165174_11,MCH111A_k127_165174_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH111A_k127_165174,MCH111A_k127_165174_11,MCH111A_k127_165174_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH112B_k127_13187,MCH112B_k127_13187_1,MCH112B_k127_13187_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH112B_k127_13187,MCH112B_k127_13187_1,MCH112B_k127_13187_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH112B_k127_13187,MCH112B_k127_13187_1,MCH112B_k127_13187_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH112B_k127_13187,MCH112B_k127_13187_1,MCH112B_k127_13187_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH112B_k127_13187,MCH112B_k127_13187_11,MCH112B_k127_13187_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH112B_k127_13187,MCH112B_k127_13187_11,MCH112B_k127_13187_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH112B_k127_13187,MCH112B_k127_13187_11,MCH112B_k127_13187_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH112B_k127_13187,MCH112B_k127_13187_11,MCH112B_k127_13187_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH119B_k127_181069,MCH119B_k127_181069_1,MCH119B_k127_181069_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH119B_k127_181069,MCH119B_k127_181069_1,MCH119B_k127_181069_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH119B_k127_181069,MCH119B_k127_181069_1,MCH119B_k127_181069_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH119B_k127_181069,MCH119B_k127_181069_1,MCH119B_k127_181069_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH119B_k127_181069,MCH119B_k127_181069_11,MCH119B_k127_181069_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH119B_k127_181069,MCH119B_k127_181069_11,MCH119B_k127_181069_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH119B_k127_181069,MCH119B_k127_181069_11,MCH119B_k127_181069_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH119B_k127_181069,MCH119B_k127_181069_11,MCH119B_k127_181069_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH127B_k127_81258,MCH127B_k127_81258_1,MCH127B_k127_81258_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH127B_k127_81258,MCH127B_k127_81258_1,MCH127B_k127_81258_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH127B_k127_81258,MCH127B_k127_81258_1,MCH127B_k127_81258_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH127B_k127_81258,MCH127B_k127_81258_1,MCH127B_k127_81258_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH127B_k127_81258,MCH127B_k127_81258_11,MCH127B_k127_81258_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH127B_k127_81258,MCH127B_k127_81258_11,MCH127B_k127_81258_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH127B_k127_81258,MCH127B_k127_81258_11,MCH127B_k127_81258_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH127B_k127_81258,MCH127B_k127_81258_11,MCH127B_k127_81258_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH151A_k127_2691205,MCH151A_k127_2691205_9,MCH151A_k127_2691205_5,2507,tnpA10,tet(R),2860,3483,-1,5990,7198,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH151A_k127_2691205,MCH151A_k127_2691205_9,MCH151A_k127_2691205_5,2507,tnpA10,tet(R),2860,3483,-1,5990,7198,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH151A_k127_2691205,MCH151A_k127_2691205_9,MCH151A_k127_2691205_6,1220,tnpA10,tet(B),3565,4770,1,5990,7198,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH151A_k127_2691205,MCH151A_k127_2691205_9,MCH151A_k127_2691205_6,1220,tnpA10,tet(B),3565,4770,1,5990,7198,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH294B_k127_21210,MCH294B_k127_21210_1,MCH294B_k127_21210_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH294B_k127_21210,MCH294B_k127_21210_1,MCH294B_k127_21210_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH294B_k127_21210,MCH294B_k127_21210_1,MCH294B_k127_21210_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH294B_k127_21210,MCH294B_k127_21210_1,MCH294B_k127_21210_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH294B_k127_21210,MCH294B_k127_21210_11,MCH294B_k127_21210_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH294B_k127_21210,MCH294B_k127_21210_11,MCH294B_k127_21210_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH294B_k127_21210,MCH294B_k127_21210_11,MCH294B_k127_21210_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH294B_k127_21210,MCH294B_k127_21210_11,MCH294B_k127_21210_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH295B_k127_301907,MCH295B_k127_301907_1,MCH295B_k127_301907_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH295B_k127_301907,MCH295B_k127_301907_1,MCH295B_k127_301907_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH295B_k127_301907,MCH295B_k127_301907_1,MCH295B_k127_301907_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH295B_k127_301907,MCH295B_k127_301907_1,MCH295B_k127_301907_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH295B_k127_301907,MCH295B_k127_301907_11,MCH295B_k127_301907_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH295B_k127_301907,MCH295B_k127_301907_11,MCH295B_k127_301907_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH295B_k127_301907,MCH295B_k127_301907_11,MCH295B_k127_301907_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH295B_k127_301907,MCH295B_k127_301907_11,MCH295B_k127_301907_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH324B_k127_223722,MCH324B_k127_223722_1,MCH324B_k127_223722_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH324B_k127_223722,MCH324B_k127_223722_1,MCH324B_k127_223722_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH324B_k127_223722,MCH324B_k127_223722_1,MCH324B_k127_223722_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH324B_k127_223722,MCH324B_k127_223722_1,MCH324B_k127_223722_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH324B_k127_223722,MCH324B_k127_223722_11,MCH324B_k127_223722_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH324B_k127_223722,MCH324B_k127_223722_11,MCH324B_k127_223722_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH324B_k127_223722,MCH324B_k127_223722_11,MCH324B_k127_223722_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH324B_k127_223722,MCH324B_k127_223722_11,MCH324B_k127_223722_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH325B_k127_77448,MCH325B_k127_77448_1,MCH325B_k127_77448_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH325B_k127_77448,MCH325B_k127_77448_1,MCH325B_k127_77448_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH325B_k127_77448,MCH325B_k127_77448_1,MCH325B_k127_77448_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH325B_k127_77448,MCH325B_k127_77448_1,MCH325B_k127_77448_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH325B_k127_77448,MCH325B_k127_77448_11,MCH325B_k127_77448_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH325B_k127_77448,MCH325B_k127_77448_11,MCH325B_k127_77448_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH325B_k127_77448,MCH325B_k127_77448_11,MCH325B_k127_77448_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH325B_k127_77448,MCH325B_k127_77448_11,MCH325B_k127_77448_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH326B_k127_334773,MCH326B_k127_334773_1,MCH326B_k127_334773_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH326B_k127_334773,MCH326B_k127_334773_1,MCH326B_k127_334773_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH326B_k127_334773,MCH326B_k127_334773_1,MCH326B_k127_334773_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH326B_k127_334773,MCH326B_k127_334773_1,MCH326B_k127_334773_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH326B_k127_334773,MCH326B_k127_334773_11,MCH326B_k127_334773_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH326B_k127_334773,MCH326B_k127_334773_11,MCH326B_k127_334773_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH326B_k127_334773,MCH326B_k127_334773_11,MCH326B_k127_334773_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH326B_k127_334773,MCH326B_k127_334773_11,MCH326B_k127_334773_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH328B_k127_33663,MCH328B_k127_33663_1,MCH328B_k127_33663_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH328B_k127_33663,MCH328B_k127_33663_1,MCH328B_k127_33663_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH328B_k127_33663,MCH328B_k127_33663_1,MCH328B_k127_33663_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH328B_k127_33663,MCH328B_k127_33663_1,MCH328B_k127_33663_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH328B_k127_33663,MCH328B_k127_33663_11,MCH328B_k127_33663_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH328B_k127_33663,MCH328B_k127_33663_11,MCH328B_k127_33663_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH328B_k127_33663,MCH328B_k127_33663_11,MCH328B_k127_33663_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH328B_k127_33663,MCH328B_k127_33663_11,MCH328B_k127_33663_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH340B_k127_273646,MCH340B_k127_273646_1,MCH340B_k127_273646_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH340B_k127_273646,MCH340B_k127_273646_1,MCH340B_k127_273646_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH340B_k127_273646,MCH340B_k127_273646_1,MCH340B_k127_273646_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH340B_k127_273646,MCH340B_k127_273646_1,MCH340B_k127_273646_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH340B_k127_273646,MCH340B_k127_273646_11,MCH340B_k127_273646_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH340B_k127_273646,MCH340B_k127_273646_11,MCH340B_k127_273646_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH340B_k127_273646,MCH340B_k127_273646_11,MCH340B_k127_273646_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH340B_k127_273646,MCH340B_k127_273646_11,MCH340B_k127_273646_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH346B_k127_254793,MCH346B_k127_254793_1,MCH346B_k127_254793_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH346B_k127_254793,MCH346B_k127_254793_1,MCH346B_k127_254793_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH346B_k127_254793,MCH346B_k127_254793_1,MCH346B_k127_254793_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH346B_k127_254793,MCH346B_k127_254793_1,MCH346B_k127_254793_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH346B_k127_254793,MCH346B_k127_254793_11,MCH346B_k127_254793_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH346B_k127_254793,MCH346B_k127_254793_11,MCH346B_k127_254793_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH346B_k127_254793,MCH346B_k127_254793_11,MCH346B_k127_254793_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH346B_k127_254793,MCH346B_k127_254793_11,MCH346B_k127_254793_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH74B_k127_88847,MCH74B_k127_88847_1,MCH74B_k127_88847_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH74B_k127_88847,MCH74B_k127_88847_1,MCH74B_k127_88847_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH74B_k127_88847,MCH74B_k127_88847_1,MCH74B_k127_88847_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH74B_k127_88847,MCH74B_k127_88847_1,MCH74B_k127_88847_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
MCH74B_k127_88847,MCH74B_k127_88847_11,MCH74B_k127_88847_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH74B_k127_88847,MCH74B_k127_88847_11,MCH74B_k127_88847_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH74B_k127_88847,MCH74B_k127_88847_11,MCH74B_k127_88847_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
MCH74B_k127_88847,MCH74B_k127_88847_11,MCH74B_k127_88847_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
Russet_duck_muscular_stomach_30_k127_1087964,Russet_duck_muscular_stomach_30_k127_1087964_1,Russet_duck_muscular_stomach_30_k127_1087964_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
Russet_duck_muscular_stomach_30_k127_1087964,Russet_duck_muscular_stomach_30_k127_1087964_1,Russet_duck_muscular_stomach_30_k127_1087964_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
Russet_duck_muscular_stomach_30_k127_1087964,Russet_duck_muscular_stomach_30_k127_1087964_1,Russet_duck_muscular_stomach_30_k127_1087964_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
Russet_duck_muscular_stomach_30_k127_1087964,Russet_duck_muscular_stomach_30_k127_1087964_1,Russet_duck_muscular_stomach_30_k127_1087964_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
Russet_duck_muscular_stomach_30_k127_1087964,Russet_duck_muscular_stomach_30_k127_1087964_11,Russet_duck_muscular_stomach_30_k127_1087964_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
Russet_duck_muscular_stomach_30_k127_1087964,Russet_duck_muscular_stomach_30_k127_1087964_11,Russet_duck_muscular_stomach_30_k127_1087964_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
Russet_duck_muscular_stomach_30_k127_1087964,Russet_duck_muscular_stomach_30_k127_1087964_11,Russet_duck_muscular_stomach_30_k127_1087964_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
Russet_duck_muscular_stomach_30_k127_1087964,Russet_duck_muscular_stomach_30_k127_1087964_11,Russet_duck_muscular_stomach_30_k127_1087964_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
SHMC12B_k127_268684,SHMC12B_k127_268684_10,SHMC12B_k127_268684_6,2507,tnpA10,tet(R),3404,4027,-1,6534,7742,-1,s__Escherichia coli,plasmid.Proteobacteria
SHMC12B_k127_268684,SHMC12B_k127_268684_10,SHMC12B_k127_268684_6,2507,tnpA10,tet(R),3404,4027,-1,6534,7742,-1,s__Escherichia coli,plasmid.Proteobacteria
SHMC12B_k127_268684,SHMC12B_k127_268684_10,SHMC12B_k127_268684_7,1220,tnpA10,tet(B),4109,5314,1,6534,7742,-1,s__Escherichia coli,plasmid.Proteobacteria
SHMC12B_k127_268684,SHMC12B_k127_268684_10,SHMC12B_k127_268684_7,1220,tnpA10,tet(B),4109,5314,1,6534,7742,-1,s__Escherichia coli,plasmid.Proteobacteria
SHMC212B_k127_420604,SHMC212B_k127_420604_1,SHMC212B_k127_420604_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
SHMC212B_k127_420604,SHMC212B_k127_420604_1,SHMC212B_k127_420604_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
