sample-id	forward-absolute-filepath	reverse-absolute-filepath	batch	groups
HF_254	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_254.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_254.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_255	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_255.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_255.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_256	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_256.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_256.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_257	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_257.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_257.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_258	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_258.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_258.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_259	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_259.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_259.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_260	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_260.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_260.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_261	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_261.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_261.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_262	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_262.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_262.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_263	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_263.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_263.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_265	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_265.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_265.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_266	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_266.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_266.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_267	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_267.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_267.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_268	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_268.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_268.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_269	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_269.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_269.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_270	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_270.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_270.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_271	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_271.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_271.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_272	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_272.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_272.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_274	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_274.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_274.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_275	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_275.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_275.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_276	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_276.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_276.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_277	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_277.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_277.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_279	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_279.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_279.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_280	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_280.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_280.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_281	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_281.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_281.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_282	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_282.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_282.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_283	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_283.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_283.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_284	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_284.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_284.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_285	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_285.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_285.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_286	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_286.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_286.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_287	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_287.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_287.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_288	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_288.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_288.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_289	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_289.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_289.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_290	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_290.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_290.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_291	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_291.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_291.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_292	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_292.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_292.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_302	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_302.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_302.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_295	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_295.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_295.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_296	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_296.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_296.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_297	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_297.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_297.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_298	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_298.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_298.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_299	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_299.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_299.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HF_303	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_303.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/01.LAD.N308.meiji.20260731/MJ20260614048-ZX-M-260616047-池俊豪-微生物多样性（多引物）分析-308个样本/data.338F_806R/rawData/HF_303.338F_806R.R2.raw.fastq.gz	chijunhao	HF
HB001	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB001.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB001.338F_806R.R2.raw.fastq.gz	wuyongfei	HB1
HB002	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB002.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB002.338F_806R.R2.raw.fastq.gz	wuyongfei	HB1
HB003	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB003.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB003.338F_806R.R2.raw.fastq.gz	wuyongfei	HB1
HB004	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB004.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB004.338F_806R.R2.raw.fastq.gz	wuyongfei	HB1
HB005	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB005.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB005.338F_806R.R2.raw.fastq.gz	wuyongfei	HB1
HB006	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB006.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB006.338F_806R.R2.raw.fastq.gz	wuyongfei	HB1
HB007	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB007.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB007.338F_806R.R2.raw.fastq.gz	wuyongfei	HB1
HB008	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB008.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB008.338F_806R.R2.raw.fastq.gz	wuyongfei	HB1
HB009	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB009.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB009.338F_806R.R2.raw.fastq.gz	wuyongfei	HB1
HB010	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB010.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB010.338F_806R.R2.raw.fastq.gz	wuyongfei	HB1
HB011	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB011.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB011.338F_806R.R2.raw.fastq.gz	wuyongfei	HB1
HB012	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB012.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB012.338F_806R.R2.raw.fastq.gz	wuyongfei	HB1
