genus	Homogentisic acid	Catechin	3-Methoxybenzenepropanoic acid	Acesulfame	Tartaric acid	Mannose	Tryptophol	Umbelliferone	Quinaldic acid	Isocitric acid	"3,3-Dimethylglutaric acid"	Oxindole-3-acetic acid	"2,4'-Dihydroxyacetophenone"	"3,5-Diiodo-L-tyrosine"	Ribulose	Arabinose	Arabinonic acid	Inosine	Syringic acid	Guanosine (G)	Heptacosanoic acid	Butyrylcarnitine(C4)	4-Hydroxycinnamic acid	Vanillymandelic Acid	3-Phenylbutyric acid	Ascorbic acid	Quinolinic acid	Indoleacetic acid	"3,4-Dihydro-2H-1-benzopyran-2-one"	Cysteic acid	"1,2,3-Propanetricarboxylic acid"	"2,3-Diaminopropionic acid"	Glutaric acid	Lactulose	Vanillic acid	Mandelic acid
g__CALVXF01	0.116614802525106	0.108118801425337	0.206606511863993	0.796769872291766	0.976071439898744	0.630362844589695	0.702756011514932	0.457764154778542	0.000655562500604837	0.432716352545411	0.0208989045032906	0.418142890397265	0.171985637892997	0.0998725108513191	0.162020627577397	0.28249057052462	0.176577590852129	0.3229959998128	0.146415744617774	0.00950463615210168	0.390957991894635	0.900221289854218	0.884745561126087	0.53157215012607	0.0233702689398762	0.878433195600163	0.221544829365173	0.246427251048977	0.822677438288448	0.975257591960897	0.47702468089925	0.643937903090611	0.63799190174008	0.149718974985405	0.330095985386893	0.363733278189478
g__CALVZT01	0.322451263386856	0.482243370218806	0.690415199404441	0.0692619842181607	0.702314462156336	0.341306886842658	0.183517287055901	0.155788456934086	0.0317610728891033	0.166039220787712	0.0190284946776249	0.0251873400546581	0.872662835690986	0.0501681973905361	0.0280244059325612	0.0276207421196212	0.330095985386893	0.946355805598905	0.319979040260731	0.775510096279776	0.572403090135663	0.962344812282831	0.239763328456687	0.602680336629626	0.196648943709968	0.698902643102761	0.932029853527014	0.986499068776436	0.963694694376988	0.498770058898923	0.00710245036693996	0.988343881155704	0.000802001901628585	0.035340915185815	0.275393218926904	0.31494063136181
g__CALWPI01	0.611655239261627	0.0287484386440624	0.0588332972528579	0.912989646404079	0.953662953044152	0.341902058599139	0.520224361544979	0.402830145407972	0.000354732595844084	0.468737220870487	0.0594661801802555	0.556032636882396	0.109803272549558	0.0910844004843596	0.0164076455043076	0.0234031351319388	0.744459274419618	0.0611119791061452	0.0846729353464471	0.00106643439684163	0.280283472604137	0.883296226862925	0.568969676413198	0.931889583193964	0.00622068174040001	0.970725172332265	0.445599814019565	0.00891992990670037	0.511475933678314	0.742967820357718	0.755188222190159	0.753510780831693	0.2270533968843	0.536059222419284	0.325354968764274	0.545686978867369
g__CALWRB01	0.344042316230762	0.0024465950703086	0.158422791242323	0.728626816194487	0.517916775189529	0.291252018769513	0.521128542014703	0.584484465980208	3.43920791778155e-07	0.217116452549974	0.00564503878807992	0.663412817275039	0.253393484788565	0.125524451781717	0.272360528888601	0.266775498591366	0.903130668848786	0.123083394076905	0.0275053921854153	0.0175171737902549	0.216066315486978	0.937231173821353	0.606028387279808	0.915409038735188	0.0260115409585079	0.682051589885049	0.148969159330895	0.0528202982050136	0.611710121540786	0.770461674010785	0.626537517913593	0.953442065496655	0.0233749589903059	0.514069917292867	0.242453799085078	0.218156172987566
g__CALWZA01	0.786250211940209	0.304755142664579	0.23905206840899	0.219689812405339	0.677396057152289	0.441757809228497	0.805649196730255	0.115731850941353	0.280616028101896	0.704390250750818	0.69109778999776	0.377830304578999	0.767442247145596	0.799478469471876	0.850910289415712	0.921407560177481	0.749378461904119	0.58970784048882	0.999797408826994	0.80225179786721	0.125801443586417	0.952149914791746	0.979501714262621	0.869438274274356	0.152815601989028	0.802646011076599	0.970987614227205	0.542653108740926	0.162745072317454	0.677389463513921	0.0294441552732946	0.850495164	0.115131609147892	0.87368787388252	0.965889585824445	0.479747412249074
g__CALXCQ01	0.0213164833393908	0.00642204916348456	0.159500764429302	0.527590347746112	0.467037868511581	0.878789055329053	0.0166993124525154	0.14408472106709	1.44769801859351e-07	0.032886837982229	1.62470217116876e-06	0.0180396461500273	0.0106749578111072	0.000650390924941092	0.443891098305671	0.573985639698796	0.727245139350893	0.0325066009308704	0.000171246102357966	0.000219591559176201	0.00881252066874933	0.338100507051239	0.0496792642152107	0.223084028759854	0.000121878062043089	0.232000088920571	0.178696111785384	0.0540195721599756	0.675148881560212	0.89117055400434	0.452358632662406	0.296024971086671	0.357913030603865	0.057963224771738	0.00667350490784431	0.00480843628316827
g__CALXCT01	0.0652253609537959	0.0364338816625002	0.0772665205441731	0.640122449580036	0.662306338654579	0.822006862590416	0.0567622621965747	0.152820692198471	6.77445288811772e-06	0.201834723436731	8.79525611060357e-05	0.0210766982174172	0.0338444555137957	0.0058633433704273	0.341436701803299	0.484148360409835	0.217359342565526	0.00131153037130437	0.00180033744152286	1.38828219045155e-05	0.0288028936984939	0.202804822624103	0.11549480468175	0.226967681189806	0.000257978065824814	0.344587356413971	0.21923071959806	0.0301045670454815	0.532158695872747	0.899580108525217	0.560816599908723	0.239002328264487	0.963615951730743	0.11118487231152	0.0771230311642396	0.0964809480107672
g__CALXEM01	0.00596253359954018	0.581481004005559	0.284584672064401	0.0147460158795998	0.251498639444638	0.88922337965041	0.00341573988392318	0.0781418388007695	0.10076971706217	0.114330223276019	0.0490587493233348	0.0170964753389486	0.0220413569560961	0.0561113254093406	0.266107103562958	0.317253398931334	0.360704469133425	0.0572957838149183	0.00842356213267094	0.00475949738877793	0.24089602462934	0.659744120339506	0.00110565561661154	0.0140657305624992	0.138508298638002	0.183402057605938	0.0759722250082294	0.656210083355448	0.675959381847962	0.151596175328504	0.446473489118555	0.853104359965767	0.0688932125721066	0.252961263676948	0.00126328974726205	0.353587386205827
g__CALXEN01	0.03342817270891	0.185446141745627	0.0171559542733678	0.0261394690905796	0.823194164976354	0.922256586790931	0.00309476696803841	0.0705854166580116	0.000658789304069556	0.315747116495372	0.00924651475152994	0.00187961865777136	0.0255629997258739	0.610548708995545	0.791879756252927	0.759094157589021	0.236784463373707	0.195983804222926	0.00988024400941448	0.000754354097243751	0.507402986190019	0.782009184540514	0.298387246688268	0.0638084439270412	0.0223021556517686	0.416286363937248	0.108019183755414	0.130894339371297	0.399035685940766	0.45221857022385	0.346648396569889	0.11467643236451	0.546040889721394	0.345691628753489	0.179373361012853	0.109434920310039
g__CALXFK01	0.000350934697507255	0.0622804303230991	0.285733789749211	0.650699878091722	0.145487611832631	0.672415082477806	0.0971105791079249	0.67923484185945	4.88587530545938e-06	0.0128349513562829	3.50053192741352e-05	0.334461203551748	0.0521965911072627	0.000140412335990848	0.531471224255661	0.621871356670412	0.973536022851926	0.0748576890053422	0.000198255050441777	0.000503818514378758	0.024456298862471	0.709988621983541	0.00340775348074489	0.307326249065666	0.000561491019790689	0.0855106112031745	0.0210959624915728	0.699296716709449	0.443323815447718	0.316888701357081	0.761079082355982	0.474191413726991	0.0386161239229496	0.040091875114638	0.00247569836440623	0.0352692878544483
g__CALXGH01	0.0117100457516247	0.00898483068953565	0.240434429371093	0.39869830644824	0.62803589177925	0.920698479830363	0.01816420839498	0.215158229597488	1.29450981037632e-07	0.239207428397921	3.00665787286911e-05	0.0156429445523755	0.0459950078106206	0.00933458554907766	0.349677382401513	0.393878693304947	0.35232478910312	0.0155249393493331	0.0012746256254309	2.22122363823412e-05	0.0244655893791725	0.504149153768068	0.115230191935697	0.522110145704161	4.17203736142517e-05	0.565749374334324	0.315678983522725	0.0303735730685057	0.956317875497141	0.832184374505704	0.522185944925758	0.405258795168028	0.360616491647635	0.1585888116314	0.0476659993383835	0.0104997841310652
g__CALXGT01	0.00515760390419539	0.00593277097032636	0.123423253701041	0.88458506155073	0.600029704775417	0.595377607261359	0.242432109146498	0.56525673276227	9.11984755794963e-07	0.101072816101939	1.34902471678758e-05	0.277528817856287	0.0986881868021987	0.00267866900278877	0.0691379437604318	0.0903352054655485	0.442522352178672	0.00796116049137701	0.00291402103783951	1.79019620720716e-05	0.0276331014634187	0.759425505443807	0.0496983906153287	0.928242233529024	6.62040633120058e-05	0.519496114909133	0.339618892983589	0.255724078837998	0.954808436674237	0.910515714286154	0.933116935967414	0.412855160565296	0.0182983838376642	0.0324394452755947	0.0321742389073144	0.0488291365484862
g__CALXIC01	2.05220737574133e-05	0.00948854514821917	0.247519593832911	0.0076879819071036	0.302345685020731	0.104893618736613	0.00118138661038143	0.00720723456320163	4.28487100106741e-05	0.00439460473970361	7.06213646124774e-06	7.96865762251481e-05	0.00226449309428799	0.000539895415551501	0.0142904884338492	0.00797933291541022	0.716901732154881	0.00148511246531263	4.21772353220356e-06	1.64745682804988e-05	0.00261156750852119	0.918966818448288	0.000142400888827322	0.00338930113964187	0.0390271972154713	0.00370027800332843	0.00960155009709274	0.0454758305955138	0.950109586883388	0.31873055524292	0.0189187060953732	0.0303368539919637	0.658294423546236	0.0433261076989775	7.97934429491784e-05	0.00173613160136011
g__CALXJE01	0.245777128683401	0.0401377947181115	0.569678457164321	0.472717481499265	0.299371309793626	0.190586750374082	0.541224189362554	0.649658619965611	0.000420767418586328	0.0357876029079673	0.0121598904021238	0.889358784964014	0.151520109442348	0.0358149263796762	0.0426974289299611	0.0429464869104222	0.071549207021377	0.104405780902394	0.0319337883962657	0.0799946242500938	0.215573760469592	0.184931812281227	0.0701072226989955	0.90828651562949	0.373812434439567	0.257638535522614	0.602387329428764	0.116011009969332	0.697513703754857	0.51511198608209	0.729820230973861	0.782799442051898	0.0414867037006348	0.0673045751065521	0.025461432074129	0.00602832502914607
g__CALXNP01	0.041447299008115	0.625668916429021	0.456832767234024	0.79933241657901	0.73457436263514	0.965664843895089	0.218767007878995	0.643368459951795	0.0656504600151689	0.0808689876012109	0.265094621923096	0.11823114453295	0.088557813512302	0.244596355623434	0.638509806790648	0.639111758050195	0.697978280856226	0.0904624267268135	0.156900960832351	0.0119480346682627	0.755940455923836	0.396485018430847	0.0535850745291019	0.244510874854262	0.867815270950009	0.174628765255886	0.13893825030266	0.260370495211239	0.445029576175312	0.766772912493315	0.0922739806909668	0.0872029543024127	0.498770058898923	0.440590837508841	0.218069481549831	0.172629823013867
g__CALXOD01	0.239002328264487	0.152114320637951	0.315529558540265	0.116770675439544	0.666657773285906	0.701477253692045	0.513676310895603	0.446070281524672	0.00175357101995335	0.0833186649216024	0.0265031280333608	0.156477565290484	0.0825207952256952	0.0255646048021921	0.179111308471975	0.352949355015882	0.84891815151943	0.964413148705212	0.0815911353991152	0.182659113756917	0.334235429502628	0.533965969208032	0.0781418388007695	0.555140396234341	0.101833862346874	0.688927956795786	0.187468557629667	0.691531254414156	0.816238986656472	0.521494095610153	0.317425629116334	0.788104341204727	3.71443436459899e-05	0.137139061884752	0.0396614517939793	0.48679550474072
g__CALXOJ01	0.611292276865914	0.510010242062198	0.242115507895297	0.427000699369382	0.59069322962768	0.962881586755047	0.216455369923823	0.231535490573504	0.245072944382959	0.496998942088119	0.884483595137371	0.715673754782278	0.897661613621759	0.540712534931109	0.949284231096766	0.896729833770974	0.136802272853453	0.438496296625781	0.876075556656186	0.149421974907041	0.87977704451752	0.989605599074174	0.542288460797261	0.0728270532100706	0.170255151315672	0.818021821516453	0.524190775372282	0.0748703266137468	0.65930437536288	0.267806660830169	0.133052590941256	0.0404462345394289	0.0325119033951208	0.902325337353283	0.713220833858907	0.876325790793318
g__CALXPF01	0.660449467077186	0.752503754190553	0.346648396569889	0.218601478786946	0.916532269690067	0.707293983526456	0.466898507817248	0.707950817478987	0.0141049171724182	0.316431062230968	0.172588346298226	0.465686662989742	0.905134218159833	0.0746884435468525	0.0772983470995234	0.0819158877613833	0.828674589703945	0.740611386566828	0.45474593325172	0.772749064605875	0.829533525329976	0.130331024774707	0.689822751621745	0.930064832013016	0.0260403036191536	0.645224283768186	0.376646847104046	0.232824898008234	0.751391306009564	0.686268148530285	0.485979489100951	0.87368787388252	0.00845598242982686	0.563418446406382	0.656360415503966	0.749878272687158
g__CALXQQ01	0.0846729353464471	0.468153229980308	0.831917514596504	0.146157491521276	0.537789236733903	0.586333440107005	0.657437184003333	0.0381458753209178	0.0865810620558857	0.689265116456364	0.0118519269859713	0.266892330476987	0.741320353722869	0.0102814718205258	0.244870185465474	0.262075897047086	0.538134529319594	0.0952215592024261	0.60454997605817	0.0927163303949068	0.342098139068008	0.803943773907441	0.233559593389533	0.408683438826347	0.710963281348141	0.644798165520307	0.59117408213534	0.459147170371022	0.885453544048189	0.0726327849976767	0.449230834840969	0.973492099828708	0.0213669044619685	0.28984437548741	0.486236022989536	0.956636774998392
g__CALXQW01	0.244052490827768	0.0240664757811053	0.0484579321730282	0.949823111632748	0.459637387442486	0.643188529377917	0.245792645370318	0.322734928449173	0.00952592290847555	0.185313065267251	0.0472263714543874	0.116244560349294	0.179891744792484	0.0404462345394289	0.231646784526599	0.288570692236614	0.914663229509369	0.00101689414447883	0.21710382001717	0.000819963722937068	0.0388354478241411	0.711620848610116	0.22370128813127	0.850412505436119	0.258417698995465	0.322414317954733	0.338530150154698	0.0301623143017467	0.321743809202051	0.996124370137421	0.48822448118245	0.857965300012856	0.762885170459488	0.265094621923096	0.120001169323744	0.12739174701681
g__CALXRO01	0.910293168647246	0.77837828381326	0.982140978955245	0.912989646404079	0.903474536308816	0.270166261854527	0.912989646404079	0.612837353336544	0.79134688852033	0.355753123069554	0.306389692579974	0.998143325942266	0.612842851566091	0.158460203383044	0.471433109062156	0.53157215012607	0.43524168250926	0.593566100500719	0.198235466172294	0.917215064656341	0.248783125620217	0.737560033560384	0.300450305167317	0.37957428804075	0.500460264289026	0.158512558132358	0.952536526659597	0.668292784117983	0.628956423864464	0.336251823240441	0.643838302458294	0.51104556773397	0.847974532455547	0.125507010359549	0.17765221364567	0.699919854700502
g__CALXSC01	0.92013640064131	0.00773095782875178	0.469285665315821	0.206831406387823	0.498489472348222	0.674060751457515	0.407283905644383	0.806377800366566	0.000957233976974004	0.863282888509354	0.120443994258881	0.801987415258771	0.944498623448551	0.0805756033018735	0.203575721429863	0.246013111441693	0.402684222	0.253755654142341	0.729921938524054	0.0611389264883426	0.268166735026448	0.966426597263833	0.929311756480593	0.195002362872966	0.164467030721018	0.914582855786108	0.387964984195968	0.0833670455810763	0.0174434113829559	0.457764154778542	0.378070574105418	0.207575524291553	0.00198996013339192	0.325302205221996	0.960383828000182	0.731168278277878
g__CALXUC01	0.142108194293008	0.0305126420868515	0.131296287414765	0.83563743630653	0.868560703943145	0.594103807321551	0.97126163756133	0.966398711747779	0.00408996244395731	0.480870934398847	0.102180610596193	0.424774183235393	0.736031290471064	0.117617233630605	0.108397762815425	0.0908281377341458	0.272498063772198	0.0231086482583932	0.611161312725927	0.0027908436873716	0.202637885419868	0.764557279378587	0.988343881155704	0.744859170987675	0.0278945781024976	0.986945244063833	0.427760210408144	0.00771572891562654	0.267534291039542	0.687987686399624	0.977330907379606	0.973536022851926	0.2270533968843	0.231643786173113	0.87368787388252	0.182562812953465
g__CALXWF01	0.859141461363971	0.956317875497141	0.490877742125832	0.0241723795610239	0.343091721342243	0.486011811122576	0.119758102276208	0.00836651932363791	0.865197815523611	0.38484002839752	0.488878194096102	0.000139286636310238	0.809230060113275	0.89973203441191	0.643028958526254	0.800897421277802	0.0193410364940031	0.293826878256235	0.750065862869037	0.543935066737311	0.74101068817143	0.83657507706668	0.227945897902436	0.350599962903179	0.153128731858463	0.825963145959257	0.680516469860205	0.0699811402437969	0.921600022876103	0.129493673756011	0.0441798774567265	0.87368787388252	0.0683489146697758	0.785661570885269	0.581476317719039	0.45127731911172
g__CALXXA01	0.293134805339261	0.00592179094916144	0.488620600130301	0.281497103881665	0.214291063127159	0.229542443251946	0.914582855786108	0.756795959124875	8.12187327254729e-07	0.0568543165034413	0.0019271286045288	0.917378090588637	0.293033568897659	0.00456450538961628	0.00287290824990097	0.00482481258806307	0.810999376344836	0.0556752275355582	0.0187472487440872	0.0024465950703086	0.109881547252647	0.758424217517821	0.174095412217511	0.793138506748928	0.0412932605201684	0.171778093508926	0.0237788044495984	0.183954409618654	0.204897035418474	0.841232955595533	0.853900913169212	0.795632183287607	0.000504986420098857	0.0742633464514885	0.0988081436321409	0.307069178153895
g__CALXXL01	0.0941138279946648	0.00891584228122883	0.070998304389887	0.303085928598544	0.275383769771814	0.712257414238243	0.956317875497141	0.627119176869412	0.00173613160136011	0.213778474911915	0.00149389614619132	0.682264739104184	0.171979009996707	0.00893289516694616	0.119446990260483	0.193742677948151	0.389706996530039	0.0350504751195303	0.124934055594107	0.00216322676740833	0.046769108595468	0.924029287848443	0.160883164669251	0.700317606948714	0.00462285521091825	0.749416899413585	0.650699878091722	0.140392197257093	0.370357854638188	0.672191661145362	0.66159827975722	0.784837713148659	0.00927183216540717	0.0648654760391425	0.25682752126048	0.492721043883369
g__CALXZG01	0.415484676742211	0.0175900949172242	0.183402057605938	0.363726221279043	0.79697042374098	0.185575733387545	0.581857640128583	0.597435671132008	3.81645731989214e-05	0.361149129243029	0.0388203326740497	0.681453207437805	0.315164790569281	0.0794621134045832	0.013482314642469	0.0192841263125319	0.755273539759289	0.161209264300335	0.0575299996443757	0.0276568638908157	0.259759764928126	0.485324917363544	0.168004089548672	0.937646906744846	0.201574045114834	0.467330584091634	0.159620179778317	0.321190773725569	0.198743597831335	0.955265655678278	0.152815601989028	0.284900151930927	0.0506505045994998	0.201592644824548	0.326761971792514	0.38274112194774
g__CALYBN01	0.0118795356689846	0.0501301290452914	0.0699834310787578	0.951821252933258	0.611398596075824	0.827785135348918	0.21285329796521	0.627502284151917	6.59618295910956e-06	0.221500039166348	0.000371827809284656	0.230904376259805	0.0141402883082985	0.00267730898872056	0.0985366490849331	0.149642688933112	0.699919854700502	0.0093632379608284	0.00505386839227218	4.5531529956313e-05	0.0370812838632332	0.889358784964014	0.00823465083681217	0.989329861347149	0.000199445531476625	0.632866101505591	0.274360951090144	0.0476187775917554	0.988379885025847	0.573018411893483	0.720316769913981	0.552819057529617	0.190165033216954	0.185474472330288	0.00716740661055323	0.385771660119196
g__CAMCHB01	0.0627747343738041	0.0396473775928392	0.497471541677386	0.130599233023731	0.740291260583938	0.969197830560074	0.140418821728267	0.205096881002204	0.227450825818142	0.637788506376494	0.0935377795389337	0.00880162587446528	0.597824818691361	0.818021821516453	0.255387641876352	0.16326946925385	0.116913216696803	0.0288368256099045	0.467037868511581	0.0152058533638326	0.0672580424296871	0.99125010320846	0.698009359418758	0.764557279378587	0.0853079427989865	0.628107662378804	0.856092353060946	0.0414382191991836	0.852283748725227	0.74520840654592	0.112187166837628	0.0485572686656889	0.822718674689455	0.950641694034363	0.911635450815818	0.343299507268332
g__Campylobacter_D	0.354776370089014	0.438737199750462	0.882755514400675	0.379035157726185	0.26303255355446	0.295516262360397	0.88430513298486	0.24790082067006	0.323214447668475	0.154579531923296	0.434982243477783	0.971751774607331	0.324658007698877	0.355088932259019	0.252133535188723	0.359487405219349	0.229905510172193	0.160358738456438	0.953205197116371	0.910632360400905	0.443435433807759	0.326202162811143	0.861770728542051	0.747503941942223	0.99713274209589	0.879440116726236	0.369074552100687	0.884765012200886	0.524734811120719	0.665155952028499	0.92414432435344	0.0681972652315004	0.96278163460257	0.774071735337445	0.766044277521634	0.541958980054811
g__Campylobacter_E	0.00309544730861579	0.25262858932843	0.391986284711106	0.293701593864689	0.0264709550342034	0.035170421419321	0.384748926687824	0.385771660119196	0.178321235984832	0.000527171239356411	0.0917857798281871	0.483027498394913	0.0166464187759027	0.0515635533059838	0.173164740151655	0.101779772701687	0.0609141759192845	0.203584450370629	0.0199957616290243	0.056713518881296	0.51632317112012	0.077576078107763	0.00803171431501587	0.00270354484405447	0.670668683026657	0.00145505942305366	6.0244899863717e-05	0.652923635148061	0.646483427923127	0.00633497998203103	0.3229959998128	0.558272363671346	0.636421454029135	0.000920338101658448	0.00124485968251798	0.105906768162069
g__Catenibacillus	0.0181055001630198	0.235930002624909	0.160883164669251	0.00291402103783951	0.397996765696939	0.498031475642482	0.0114909296594576	0.0170241559023255	0.0677501947485587	0.0260783523805645	0.0182296450165908	0.000171131309054162	0.152100446596613	0.0654588560690171	0.317312546757569	0.157059609210751	0.99840478111681	0.00255623291673634	0.0118333969161004	0.00066386755780142	0.069325384784174	0.992055450482761	0.0362880264216762	0.00789726756141503	0.351632509694746	0.017106214679904	0.0442590375593764	0.195708740393158	0.831409430358717	0.952658487819538	0.0121863429327309	0.100390996766067	0.100998200609454	0.11823114453295	0.132535380823635	0.118284034166091
g__CAZU01	0.119565805651056	0.0120729392793159	0.00767955882426071	0.896001862304386	0.783818356387029	0.179160307333935	0.83776006735304	0.592128940287893	1.79019620720716e-05	0.161832604990162	0.00545162933156096	0.45692810037998	0.121145739141135	0.026133656774043	0.0203152171463076	0.0180006571161953	0.996485272013092	0.0545628919605789	0.0275943147496358	0.00208906683779949	0.0392821402152396	0.919467629581342	0.161328132734963	0.848322702295063	0.105762082049915	0.277640617481717	0.0932115735276153	0.000920338101658448	0.306935329664691	0.82396819634336	0.951491920259183	0.982329132156516	0.206606511863993	0.111675579826748	0.132088884549076	0.0451823014318145
g__Cellulosilyticum	0.00398253878466663	0.126826700661888	0.459542612054708	0.00781839208146648	0.131402400890436	0.00789107785733376	0.0096374555639959	0.0321742389073144	0.280649180087547	0.000239390491423641	0.0602938335513515	0.02815158768445	0.000136068021311804	0.282325994925766	0.0011369745071203	0.000302452805275626	0.00230675861663594	0.902017924364383	6.05335223776706e-05	0.0949623449243048	0.384953438768679	0.244142999106891	1.40539442436781e-05	0.000854043865620004	0.887940026342027	0.000853236728935297	0.0216315706371657	0.852847330881008	0.00426433526713102	0.0510113376371895	0.381855687798446	0.153368952571835	0.635371587342885	0.0479128372521199	1.21584158154455e-05	0.0295963192829821
g__Cellulosimicrobium	0.265094621923096	0.356079261227115	0.611161312725927	0.68549155175956	0.296024971086671	0.296024971086671	0.736031290471064	0.560497069790318	0.937646906744846	0.222856535854325	0.370357854638188	0.74181804328018	0.79697042374098	0.364787326026863	0.64778193140796	0.728626816194487	0.275383769771814	0.736031290471064	0.306871954299374	0.937646906744846	0.317549119901545	0.429515769089755	0.416083490726923	0.265094621923096	0.714382906973118	0.270166261854527	0.280462794652954	0.604540457619139	0.83901983282869	0.236470233897371	0.270166261854527	0.699919854700502	0.83901983282869	0.402475339642963	0.370357854638188	0.317549119901545
g__Chlamydophila	0.911765412816973	0.816580536171142	0.264430952502379	0.160512117988976	0.911329589715939	0.728373449980484	0.241250526518624	0.292249057065313	0.796769872291766	0.798830298280165	0.99125010320846	0.43712169968077	0.429317975497966	0.873697252646775	0.95545598086938	0.943206466406191	0.90166264883534	0.443891098305671	0.691078646666935	0.636759163819689	0.814336664685536	0.72276121428027	0.377528113760876	0.319979040260731	0.91627262168027	0.979295886377764	0.673638307057024	0.697928980248647	0.906239572548084	0.822688197883612	0.611528163845753	0.288353916078384	0.535761544069299	0.953315619275518	0.494027417211618	0.797528464855966
g__Choladocola	0.00083997747241142	0.00242064866171179	0.130062209607598	0.982890363886555	0.405209276574066	0.0652179924275864	0.0915538771621639	0.275666075161892	3.53142781667892e-07	0.0141458058131666	3.89250216451654e-06	0.109601758677847	0.00589809342279181	0.00703133922842481	0.0035090434277793	0.00403014483785495	0.901562776358342	0.00075534387570497	0.000131077776495163	3.68978799045173e-05	0.048232033403527	0.866960164119641	0.0112617151972838	0.581476317719039	0.018262666996322	0.246315077198286	0.0800552264883898	0.00501843656887515	0.521057927453477	0.350208351927696	0.990918614881342	0.100622875993846	0.309115169561196	0.0831504096357402	0.0070516033532224	0.00464969417189256
g__Choladousia	0.311088336822398	0.81680106474022	0.418904647112173	0.370402347993635	0.988343881155704	0.772932693705163	0.851533305802046	0.513415977456465	0.11823114453295	0.533962951013997	0.306871954299374	0.450167555743703	0.528656719904404	0.147293114489186	0.165402664662982	0.267366315311201	0.932849510018111	0.326426868566567	0.655803521323184	0.37153187023803	0.970987614227205	0.914142990336224	0.715655422225578	0.55131356884243	0.783973194055233	0.888733309346909	0.712577474605356	0.78856423508907	0.893585355913409	0.922606989413605	0.270471445498404	0.225052844568482	0.0637676414285476	0.864797482556629	0.411990986435121	0.483027498394913
g__Citricoccus	0.956317875497141	0.496118630892091	0.860655413230956	0.611161312725927	0.755940455923836	0.611161312725927	0.699919854700502	0.87368787388252	0.707293983526456	0.721545824012808	0.83901983282869	0.68549155175956	0.435878699044138	0.2270533968843	0.83901983282869	0.803943773907441	0.618632679297927	0.770464201815184	0.937646906744846	0.462479452857505	0.912989646404079	0.567545047475443	0.956317875497141	0.370357854638188	0.265094621923096	0.832066441721868	0.236470233897371	0.74181804328018	0.866960164119641	0.573985639698796	0.370357854638188	0.468729631352615	0.770464201815184	0.974753173911507	0.925970893187663	0.810661826103317
g__Clostridium	0.00402363956592476	0.13430201806142	0.672037451989072	0.125007930899622	0.0650807485553593	0.00176887642910423	0.400517990442994	0.182210398759117	0.237724581836712	0.0072154070935129	0.140058031375457	0.339103639512843	0.026103393844556	0.100296857805079	0.000107936653674446	1.67640739471187e-05	7.36396713235041e-05	0.0490671604210738	0.00781266598419214	0.0462868052738849	0.298975226512398	0.236473107342295	0.00055070904518997	0.112006135654065	0.581476317719039	0.0118333969161004	0.0147030414575614	0.203776526746369	0.804110028707324	0.0410053254068611	0.597435188788116	0.0423026985615648	0.935774615274357	0.0319337883962657	0.000671439772302566	0.262068066378604
g__Clostridium_AQ	0.864853040761271	0.374961399911759	0.312528879003499	0.090758412052461	0.604540457619139	0.633943811012924	0.365484211341247	0.0548522318082428	0.954603719650268	0.794773389086539	0.776357551876217	0.112686288653331	0.675958906023863	0.362682932905096	0.844740061972429	0.919094517045817	0.727829239945417	0.866902738889804	0.628068830797947	0.604687580007516	0.402138541679068	0.511659446780482	0.958866776671794	0.144314282865624	0.881591780806352	0.92712684492154	0.990847821724051	0.478024014853602	0.830352155734264	0.0742633464514885	0.243125710149326	0.405584344866548	0.0614753202666461	0.959870884005477	0.907191120048887	0.748065495893674
g__Clostridium_J	0.280462794652954	0.87977704451752	0.265094621923096	0.468729631352615	0.94463646870772	0.35868958515678	0.573985639698796	0.517479107141192	0.912989646404079	0.296024971086671	0.763370112752844	0.455392171344538	0.245943216916503	0.53157215012607	0.546635028777864	0.489572625715842	0.53157215012607	0.951491920259183	0.416083490726923	0.35868958515678	0.87977704451752	0.997076599264575	0.275383769771814	0.265094621923096	0.969062413972216	0.409008623339082	0.334863631484794	0.241522683237977	0.611161312725927	0.334863631484794	0.925970893187663	0.589244723502978	0.714382906973118	0.35868958515678	0.328555944914931	0.749295790023189
g__Clostridium_Q	0.0633576715647817	0.32730192909517	0.00997875818858428	0.969966963557035	0.489463573000683	0.81923221579965	0.192685892751907	0.39713784084362	0.000957766191615366	0.194171086650431	0.000617567418068981	0.367110326662209	0.0992007901216396	0.0185575413763693	0.635446819719272	0.806034297566629	0.408035635560321	0.0185875891996049	0.0229473812436219	0.0103185208384842	0.202221717119482	0.277457558501327	0.0405205870078609	0.528008022358668	0.00537720666978388	0.144417961598584	0.184811505528299	0.431137584668709	0.989947945221766	0.973838117194078	0.439518487762523	0.929353803497317	0.431040543274697	0.564373622769513	0.0602651887702467	0.153965128305058
