contig_ID,MGE_ID,cARG_ID,Distance,MGE_Type,MGE_symbol,ARG,Drug_Class,Resistance_Mechanism,ARG_Start,ARG_End,ARG_Strand,MGE_Start,MGE_End,MGE_Strand,kingdom,phylum,class,order,family,genus,species,label
CCH258_NODE_43832_length_4554_cov_2.549582,CCH258_NODE_43832_length_4554_cov_2.549582_6,CCH258_NODE_43832_length_4554_cov_2.549582_7,206,qacEdelta,qacEdelta,aadA5,aminoglycoside antibiotic,antibiotic inactivation,3462,4250,-1,2909,3256,-1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__unclassified Gammaproteobacteria order,f__unclassified Gammaproteobacteria family,g__unclassified Gammaproteobacteria genus,s__unclassified Gammaproteobacteria species,plasmid.Proteobacteria
CCH259-3A_k127_256428,CCH259-3A_k127_256428_3,CCH259-3A_k127_256428_3,0,qacEdelta,qacEdelta,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,1654,2001,-1,1654,2001,-1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__unclassified Gammaproteobacteria order,f__unclassified Gammaproteobacteria family,g__unclassified Gammaproteobacteria genus,s__unclassified Gammaproteobacteria species,plasmid.Proteobacteria
CCH259-3A_k127_256428,CCH259-3A_k127_256428_3,CCH259-3A_k127_256428_2,0,qacEdelta,qacEdelta,sul1,sulfonamide antibiotic,antibiotic target replacement,821,1660,-1,1654,2001,-1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__unclassified Gammaproteobacteria order,f__unclassified Gammaproteobacteria family,g__unclassified Gammaproteobacteria genus,s__unclassified Gammaproteobacteria species,plasmid.Proteobacteria
CCH263-2A_k127_988080,CCH263-2A_k127_988080_3,CCH263-2A_k127_988080_2,0,qacEdelta,qacEdelta,sul1,sulfonamide antibiotic,antibiotic target replacement,306,1145,-1,1139,1486,-1,k__Bacteria,p__unclassified Bacteria phylum,c__unclassified Bacteria class,o__unclassified Bacteria order,f__unclassified Bacteria family,g__unclassified Bacteria genus,s__unclassified Bacteria species,unclassified.Proteobacteria
CCH263-2A_k127_988080,CCH263-2A_k127_988080_3,CCH263-2A_k127_988080_3,0,qacEdelta,qacEdelta,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,1139,1486,-1,1139,1486,-1,k__Bacteria,p__unclassified Bacteria phylum,c__unclassified Bacteria class,o__unclassified Bacteria order,f__unclassified Bacteria family,g__unclassified Bacteria genus,s__unclassified Bacteria species,unclassified.Proteobacteria
CCH277-1A_k127_194356,CCH277-1A_k127_194356_1,CCH277-1A_k127_194356_4,1135,transposase,tnpA,sul1,sulfonamide antibiotic,antibiotic target replacement,2117,2956,-1,218,982,-1,k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__unclassified Actinomycetes order,f__unclassified Actinomycetes family,g__unclassified Actinomycetes genus,s__unclassified Actinomycetes species,plasmid.Proteobacteria
CCH277-1A_k127_194356,CCH277-1A_k127_194356_1,CCH277-1A_k127_194356_5,1968,transposase,tnpA,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,2950,3297,-1,218,982,-1,k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__unclassified Actinomycetes order,f__unclassified Actinomycetes family,g__unclassified Actinomycetes genus,s__unclassified Actinomycetes species,plasmid.Proteobacteria
CCH277-1A_k127_194356,CCH277-1A_k127_194356_2,CCH277-1A_k127_194356_4,611,tniB,tniB,sul1,sulfonamide antibiotic,antibiotic target replacement,2117,2956,-1,1369,1506,1,k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__unclassified Actinomycetes order,f__unclassified Actinomycetes family,g__unclassified Actinomycetes genus,s__unclassified Actinomycetes species,plasmid.Proteobacteria
CCH277-1A_k127_194356,CCH277-1A_k127_194356_2,CCH277-1A_k127_194356_5,1444,tniB,tniB,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,2950,3297,-1,1369,1506,1,k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__unclassified Actinomycetes order,f__unclassified Actinomycetes family,g__unclassified Actinomycetes genus,s__unclassified Actinomycetes species,plasmid.Proteobacteria
CCH277-1A_k127_194356,CCH277-1A_k127_194356_5,CCH277-1A_k127_194356_4,0,qacEdelta,qacEdelta,sul1,sulfonamide antibiotic,antibiotic target replacement,2117,2956,-1,2950,3297,-1,k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__unclassified Actinomycetes order,f__unclassified Actinomycetes family,g__unclassified Actinomycetes genus,s__unclassified Actinomycetes species,plasmid.Proteobacteria
CCH277-1A_k127_194356,CCH277-1A_k127_194356_5,CCH277-1A_k127_194356_5,0,qacEdelta,qacEdelta,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,2950,3297,-1,2950,3297,-1,k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__unclassified Actinomycetes order,f__unclassified Actinomycetes family,g__unclassified Actinomycetes genus,s__unclassified Actinomycetes species,plasmid.Proteobacteria
CCH294-1A_k127_210822,CCH294-1A_k127_210822_10,CCH294-1A_k127_210822_8,1772,qacEdelta,qacEdelta,arr-2,rifamycin antibiotic,antibiotic inactivation,5065,5517,1,7289,7636,1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Pasteurella,s__Pasteurella multocida,unclassified.unclassified
CCH294-1A_k127_210822,CCH294-1A_k127_210822_10,CCH294-1A_k127_210822_11,0,qacEdelta,qacEdelta,sul1,sulfonamide antibiotic,antibiotic target replacement,7630,8469,1,7289,7636,1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Pasteurella,s__Pasteurella multocida,unclassified.unclassified
CCH294-1A_k127_210822,CCH294-1A_k127_210822_10,CCH294-1A_k127_210822_6,2987,qacEdelta,qacEdelta,VEB-17,monobactam; cephalosporin,antibiotic inactivation,3403,4302,1,7289,7636,1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Pasteurella,s__Pasteurella multocida,unclassified.unclassified
CCH294-1A_k127_210822,CCH294-1A_k127_210822_10,CCH294-1A_k127_210822_9,192,qacEdelta,qacEdelta,cmlA5,phenicol antibiotic,antibiotic efflux,5838,7097,1,7289,7636,1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Pasteurella,s__Pasteurella multocida,unclassified.unclassified
CCH294-1A_k127_210822,CCH294-1A_k127_210822_10,CCH294-1A_k127_210822_7,2309,qacEdelta,qacEdelta,ANT(2'')-Ia,aminoglycoside antibiotic,antibiotic inactivation,4447,4980,1,7289,7636,1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Pasteurella,s__Pasteurella multocida,unclassified.unclassified
CCH294-1A_k127_210822,CCH294-1A_k127_210822_10,CCH294-1A_k127_210822_10,0,qacEdelta,qacEdelta,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,7289,7636,1,7289,7636,1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Pasteurella,s__Pasteurella multocida,unclassified.unclassified
CCH295-1A_k127_1343454,CCH295-1A_k127_1343454_12,CCH295-1A_k127_1343454_11,0,qacEdelta,qacEdelta,sul1,sulfonamide antibiotic,antibiotic target replacement,7346,8185,-1,8179,8526,-1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas sp. Z003-0.4C(8344-21),unclassified.unclassified
CCH295-1A_k127_1343454,CCH295-1A_k127_1343454_12,CCH295-1A_k127_1343454_12,0,qacEdelta,qacEdelta,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,8179,8526,-1,8179,8526,-1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas sp. Z003-0.4C(8344-21),unclassified.unclassified
CCH306-2A_k127_1352837,CCH306-2A_k127_1352837_1,CCH306-2A_k127_1352837_4,1444,tniB,tniB,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,1977,2324,-1,396,533,1,k__Bacteria,p__unclassified Bacteria phylum,c__unclassified Bacteria class,o__unclassified Bacteria order,f__unclassified Bacteria family,g__unclassified Bacteria genus,s__unclassified Bacteria species,plasmid.Proteobacteria
CCH306-2A_k127_1352837,CCH306-2A_k127_1352837_1,CCH306-2A_k127_1352837_3,611,tniB,tniB,sul1,sulfonamide antibiotic,antibiotic target replacement,1144,1983,-1,396,533,1,k__Bacteria,p__unclassified Bacteria phylum,c__unclassified Bacteria class,o__unclassified Bacteria order,f__unclassified Bacteria family,g__unclassified Bacteria genus,s__unclassified Bacteria species,plasmid.Proteobacteria
CCH306-2A_k127_1352837,CCH306-2A_k127_1352837_4,CCH306-2A_k127_1352837_4,0,qacEdelta,qacEdelta,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,1977,2324,-1,1977,2324,-1,k__Bacteria,p__unclassified Bacteria phylum,c__unclassified Bacteria class,o__unclassified Bacteria order,f__unclassified Bacteria family,g__unclassified Bacteria genus,s__unclassified Bacteria species,plasmid.Proteobacteria
CCH306-2A_k127_1352837,CCH306-2A_k127_1352837_4,CCH306-2A_k127_1352837_3,0,qacEdelta,qacEdelta,sul1,sulfonamide antibiotic,antibiotic target replacement,1144,1983,-1,1977,2324,-1,k__Bacteria,p__unclassified Bacteria phylum,c__unclassified Bacteria class,o__unclassified Bacteria order,f__unclassified Bacteria family,g__unclassified Bacteria genus,s__unclassified Bacteria species,plasmid.Proteobacteria
CCH306-4_NODE_81341_length_2618_cov_1.624649,CCH306-4_NODE_81341_length_2618_cov_1.624649_1,CCH306-4_NODE_81341_length_2618_cov_1.624649_3,611,tniB,tniB,sul1,sulfonamide antibiotic,antibiotic target replacement,1198,2037,-1,450,587,1,k__Bacteria,p__unclassified Bacteria phylum,c__unclassified Bacteria class,o__unclassified Bacteria order,f__unclassified Bacteria family,g__unclassified Bacteria genus,s__unclassified Bacteria species,unclassified.Proteobacteria
CCH306-4_NODE_81341_length_2618_cov_1.624649,CCH306-4_NODE_81341_length_2618_cov_1.624649_1,CCH306-4_NODE_81341_length_2618_cov_1.624649_4,1444,tniB,tniB,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,2031,2378,-1,450,587,1,k__Bacteria,p__unclassified Bacteria phylum,c__unclassified Bacteria class,o__unclassified Bacteria order,f__unclassified Bacteria family,g__unclassified Bacteria genus,s__unclassified Bacteria species,unclassified.Proteobacteria
CCH306-4_NODE_81341_length_2618_cov_1.624649,CCH306-4_NODE_81341_length_2618_cov_1.624649_4,CCH306-4_NODE_81341_length_2618_cov_1.624649_3,0,qacEdelta,qacEdelta,sul1,sulfonamide antibiotic,antibiotic target replacement,1198,2037,-1,2031,2378,-1,k__Bacteria,p__unclassified Bacteria phylum,c__unclassified Bacteria class,o__unclassified Bacteria order,f__unclassified Bacteria family,g__unclassified Bacteria genus,s__unclassified Bacteria species,unclassified.Proteobacteria
CCH306-4_NODE_81341_length_2618_cov_1.624649,CCH306-4_NODE_81341_length_2618_cov_1.624649_4,CCH306-4_NODE_81341_length_2618_cov_1.624649_4,0,qacEdelta,qacEdelta,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,2031,2378,-1,2031,2378,-1,k__Bacteria,p__unclassified Bacteria phylum,c__unclassified Bacteria class,o__unclassified Bacteria order,f__unclassified Bacteria family,g__unclassified Bacteria genus,s__unclassified Bacteria species,unclassified.Proteobacteria
CCH324-4A_k127_953946,CCH324-4A_k127_953946_2,CCH324-4A_k127_953946_3,0,qacEdelta,qacEdelta,sul1,sulfonamide antibiotic,antibiotic target replacement,607,1446,1,266,613,1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__unclassified Gammaproteobacteria order,f__unclassified Gammaproteobacteria family,g__unclassified Gammaproteobacteria genus,s__unclassified Gammaproteobacteria species,plasmid.Proteobacteria
CCH324-4A_k127_953946,CCH324-4A_k127_953946_2,CCH324-4A_k127_953946_2,0,qacEdelta,qacEdelta,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,266,613,1,266,613,1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__unclassified Gammaproteobacteria order,f__unclassified Gammaproteobacteria family,g__unclassified Gammaproteobacteria genus,s__unclassified Gammaproteobacteria species,plasmid.Proteobacteria
CCH324-4A_k127_953946,CCH324-4A_k127_953946_5,CCH324-4A_k127_953946_3,611,tniB,tniB,sul1,sulfonamide antibiotic,antibiotic target replacement,607,1446,1,2057,2194,-1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__unclassified Gammaproteobacteria order,f__unclassified Gammaproteobacteria family,g__unclassified Gammaproteobacteria genus,s__unclassified Gammaproteobacteria species,plasmid.Proteobacteria
CCH324-4A_k127_953946,CCH324-4A_k127_953946_5,CCH324-4A_k127_953946_2,1444,tniB,tniB,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,266,613,1,2057,2194,-1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__unclassified Gammaproteobacteria order,f__unclassified Gammaproteobacteria family,g__unclassified Gammaproteobacteria genus,s__unclassified Gammaproteobacteria species,plasmid.Proteobacteria
CCH324-4A_k127_953946,CCH324-4A_k127_953946_6,CCH324-4A_k127_953946_3,1135,transposase,tnpA,sul1,sulfonamide antibiotic,antibiotic target replacement,607,1446,1,2581,2673,1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__unclassified Gammaproteobacteria order,f__unclassified Gammaproteobacteria family,g__unclassified Gammaproteobacteria genus,s__unclassified Gammaproteobacteria species,plasmid.Proteobacteria
CCH324-4A_k127_953946,CCH324-4A_k127_953946_6,CCH324-4A_k127_953946_2,1968,transposase,tnpA,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,266,613,1,2581,2673,1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__unclassified Gammaproteobacteria order,f__unclassified Gammaproteobacteria family,g__unclassified Gammaproteobacteria genus,s__unclassified Gammaproteobacteria species,plasmid.Proteobacteria
CCH325-1A_k127_481583,CCH325-1A_k127_481583_3,CCH325-1A_k127_481583_2,0,qacEdelta,qacEdelta,sul1,sulfonamide antibiotic,antibiotic target replacement,497,1336,-1,1330,1677,-1,k__Bacteria,p__unclassified Bacteria phylum,c__unclassified Bacteria class,o__unclassified Bacteria order,f__unclassified Bacteria family,g__unclassified Bacteria genus,s__unclassified Bacteria species,plasmid.unclassified
CCH325-1A_k127_481583,CCH325-1A_k127_481583_3,CCH325-1A_k127_481583_3,0,qacEdelta,qacEdelta,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,1330,1677,-1,1330,1677,-1,k__Bacteria,p__unclassified Bacteria phylum,c__unclassified Bacteria class,o__unclassified Bacteria order,f__unclassified Bacteria family,g__unclassified Bacteria genus,s__unclassified Bacteria species,plasmid.unclassified
CCH328A_k127_926701,CCH328A_k127_926701_1,CCH328A_k127_926701_6,2665,transposase,tnpA,sul1,sulfonamide antibiotic,antibiotic target replacement,2728,3567,-1,1,63,-1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,plasmid.Proteobacteria
CCH328A_k127_926701,CCH328A_k127_926701_1,CCH328A_k127_926701_7,3498,transposase,tnpA,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,3561,3908,-1,1,63,-1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,plasmid.Proteobacteria
CCH328A_k127_926701,CCH328A_k127_926701_2,CCH328A_k127_926701_6,2236,transposase,tnpA,sul1,sulfonamide antibiotic,antibiotic target replacement,2728,3567,-1,100,492,-1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,plasmid.Proteobacteria
CCH328A_k127_926701,CCH328A_k127_926701_2,CCH328A_k127_926701_7,3069,transposase,tnpA,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,3561,3908,-1,100,492,-1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,plasmid.Proteobacteria
CCH328A_k127_926701,CCH328A_k127_926701_7,CCH328A_k127_926701_6,0,qacEdelta,qacEdelta,sul1,sulfonamide antibiotic,antibiotic target replacement,2728,3567,-1,3561,3908,-1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,plasmid.Proteobacteria
CCH328A_k127_926701,CCH328A_k127_926701_7,CCH328A_k127_926701_7,0,qacEdelta,qacEdelta,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,3561,3908,-1,3561,3908,-1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,plasmid.Proteobacteria
CCH328_NODE_47027_length_5694_cov_1.848392,CCH328_NODE_47027_length_5694_cov_1.848392_2,CCH328_NODE_47027_length_5694_cov_1.848392_8,3608,transposase,tnpA,cmlA5,phenicol antibiotic,antibiotic efflux,4099,5358,-1,99,491,-1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,plasmid.Proteobacteria
CCH328_NODE_47027_length_5694_cov_1.848392,CCH328_NODE_47027_length_5694_cov_1.848392_2,CCH328_NODE_47027_length_5694_cov_1.848392_6,2236,transposase,tnpA,sul1,sulfonamide antibiotic,antibiotic target replacement,2727,3566,-1,99,491,-1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,plasmid.Proteobacteria
CCH328_NODE_47027_length_5694_cov_1.848392,CCH328_NODE_47027_length_5694_cov_1.848392_2,CCH328_NODE_47027_length_5694_cov_1.848392_7,3069,transposase,tnpA,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,3560,3907,-1,99,491,-1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,plasmid.Proteobacteria
CCH328_NODE_47027_length_5694_cov_1.848392,CCH328_NODE_47027_length_5694_cov_1.848392_7,CCH328_NODE_47027_length_5694_cov_1.848392_8,192,qacEdelta,qacEdelta,cmlA5,phenicol antibiotic,antibiotic efflux,4099,5358,-1,3560,3907,-1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,plasmid.Proteobacteria
CCH328_NODE_47027_length_5694_cov_1.848392,CCH328_NODE_47027_length_5694_cov_1.848392_7,CCH328_NODE_47027_length_5694_cov_1.848392_6,0,qacEdelta,qacEdelta,sul1,sulfonamide antibiotic,antibiotic target replacement,2727,3566,-1,3560,3907,-1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,plasmid.Proteobacteria
CCH328_NODE_47027_length_5694_cov_1.848392,CCH328_NODE_47027_length_5694_cov_1.848392_7,CCH328_NODE_47027_length_5694_cov_1.848392_7,0,qacEdelta,qacEdelta,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,3560,3907,-1,3560,3907,-1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,plasmid.Proteobacteria
CCH340-2A_k127_91454,CCH340-2A_k127_91454_2,CCH340-2A_k127_91454_2,0,qacEdelta,qacEdelta,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,78,425,-1,78,425,-1,k__Bacteria,p__unclassified Bacteria phylum,c__unclassified Bacteria class,o__unclassified Bacteria order,f__unclassified Bacteria family,g__unclassified Bacteria genus,s__unclassified Bacteria species,
CCH346-1A_k127_106663,CCH346-1A_k127_106663_2,CCH346-1A_k127_106663_2,0,qacEdelta,qacEdelta,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,998,1345,1,998,1345,1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__unclassified Pseudomonas species,plasmid.Proteobacteria
CCH346-1A_k127_106663,CCH346-1A_k127_106663_2,CCH346-1A_k127_106663_3,0,qacEdelta,qacEdelta,sul1,sulfonamide antibiotic,antibiotic target replacement,1339,2178,1,998,1345,1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__unclassified Pseudomonas species,plasmid.Proteobacteria
CCH57A_k127_1200528,CCH57A_k127_1200528_1,CCH57A_k127_1200528_5,1968,transposase,tnpA,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,2809,3156,-1,77,841,-1,k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__unclassified Actinomycetes order,f__unclassified Actinomycetes family,g__unclassified Actinomycetes genus,s__unclassified Actinomycetes species,plasmid.Proteobacteria
CCH57A_k127_1200528,CCH57A_k127_1200528_1,CCH57A_k127_1200528_4,1135,transposase,tnpA,sul1,sulfonamide antibiotic,antibiotic target replacement,1976,2815,-1,77,841,-1,k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__unclassified Actinomycetes order,f__unclassified Actinomycetes family,g__unclassified Actinomycetes genus,s__unclassified Actinomycetes species,plasmid.Proteobacteria
CCH57A_k127_1200528,CCH57A_k127_1200528_2,CCH57A_k127_1200528_5,1444,tniB,tniB,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,2809,3156,-1,1228,1365,1,k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__unclassified Actinomycetes order,f__unclassified Actinomycetes family,g__unclassified Actinomycetes genus,s__unclassified Actinomycetes species,plasmid.Proteobacteria
CCH57A_k127_1200528,CCH57A_k127_1200528_2,CCH57A_k127_1200528_4,611,tniB,tniB,sul1,sulfonamide antibiotic,antibiotic target replacement,1976,2815,-1,1228,1365,1,k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__unclassified Actinomycetes order,f__unclassified Actinomycetes family,g__unclassified Actinomycetes genus,s__unclassified Actinomycetes species,plasmid.Proteobacteria
CCH57A_k127_1200528,CCH57A_k127_1200528_5,CCH57A_k127_1200528_5,0,qacEdelta,qacEdelta,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,2809,3156,-1,2809,3156,-1,k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__unclassified Actinomycetes order,f__unclassified Actinomycetes family,g__unclassified Actinomycetes genus,s__unclassified Actinomycetes species,plasmid.Proteobacteria
CCH57A_k127_1200528,CCH57A_k127_1200528_5,CCH57A_k127_1200528_4,0,qacEdelta,qacEdelta,sul1,sulfonamide antibiotic,antibiotic target replacement,1976,2815,-1,2809,3156,-1,k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__unclassified Actinomycetes order,f__unclassified Actinomycetes family,g__unclassified Actinomycetes genus,s__unclassified Actinomycetes species,plasmid.Proteobacteria
CCH57_NODE_21155_length_7846_cov_1.438917,CCH57_NODE_21155_length_7846_cov_1.438917_6,CCH57_NODE_21155_length_7846_cov_1.438917_11,2507,transposase,tnpA,cmlA6,phenicol antibiotic,antibiotic efflux,5185,6444,-1,1914,2678,-1,k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Micrococcaceae,g__Glutamicibacter,s__Glutamicibacter nicotianae,unclassified.Proteobacteria
CCH57_NODE_21155_length_7846_cov_1.438917,CCH57_NODE_21155_length_7846_cov_1.438917_6,CCH57_NODE_21155_length_7846_cov_1.438917_9,1135,transposase,tnpA,sul1,sulfonamide antibiotic,antibiotic target replacement,3813,4652,-1,1914,2678,-1,k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Micrococcaceae,g__Glutamicibacter,s__Glutamicibacter nicotianae,unclassified.Proteobacteria
CCH57_NODE_21155_length_7846_cov_1.438917,CCH57_NODE_21155_length_7846_cov_1.438917_6,CCH57_NODE_21155_length_7846_cov_1.438917_12,4087,transposase,tnpA,arr-3,rifamycin antibiotic,antibiotic inactivation,6765,7217,-1,1914,2678,-1,k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Micrococcaceae,g__Glutamicibacter,s__Glutamicibacter nicotianae,unclassified.Proteobacteria
CCH57_NODE_21155_length_7846_cov_1.438917,CCH57_NODE_21155_length_7846_cov_1.438917_6,CCH57_NODE_21155_length_7846_cov_1.438917_10,1968,transposase,tnpA,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,4646,4993,-1,1914,2678,-1,k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Micrococcaceae,g__Glutamicibacter,s__Glutamicibacter nicotianae,unclassified.Proteobacteria
CCH57_NODE_21155_length_7846_cov_1.438917,CCH57_NODE_21155_length_7846_cov_1.438917_6,CCH57_NODE_21155_length_7846_cov_1.438917_13,4650,transposase,tnpA,dfrA14,diaminopyrimidine antibiotic,antibiotic target replacement,7328,7810,-1,1914,2678,-1,k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Micrococcaceae,g__Glutamicibacter,s__Glutamicibacter nicotianae,unclassified.Proteobacteria
CCH57_NODE_21155_length_7846_cov_1.438917,CCH57_NODE_21155_length_7846_cov_1.438917_7,CCH57_NODE_21155_length_7846_cov_1.438917_11,1983,tniB,tniB,cmlA6,phenicol antibiotic,antibiotic efflux,5185,6444,-1,3065,3202,1,k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Micrococcaceae,g__Glutamicibacter,s__Glutamicibacter nicotianae,unclassified.Proteobacteria
CCH57_NODE_21155_length_7846_cov_1.438917,CCH57_NODE_21155_length_7846_cov_1.438917_7,CCH57_NODE_21155_length_7846_cov_1.438917_9,611,tniB,tniB,sul1,sulfonamide antibiotic,antibiotic target replacement,3813,4652,-1,3065,3202,1,k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Micrococcaceae,g__Glutamicibacter,s__Glutamicibacter nicotianae,unclassified.Proteobacteria
CCH57_NODE_21155_length_7846_cov_1.438917,CCH57_NODE_21155_length_7846_cov_1.438917_7,CCH57_NODE_21155_length_7846_cov_1.438917_12,3563,tniB,tniB,arr-3,rifamycin antibiotic,antibiotic inactivation,6765,7217,-1,3065,3202,1,k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Micrococcaceae,g__Glutamicibacter,s__Glutamicibacter nicotianae,unclassified.Proteobacteria
CCH57_NODE_21155_length_7846_cov_1.438917,CCH57_NODE_21155_length_7846_cov_1.438917_7,CCH57_NODE_21155_length_7846_cov_1.438917_10,1444,tniB,tniB,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,4646,4993,-1,3065,3202,1,k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Micrococcaceae,g__Glutamicibacter,s__Glutamicibacter nicotianae,unclassified.Proteobacteria
