MGE_subtype,ARG,species,gut_locations
tnpA,ErmF,s__Bacteroides salyersiae,large_intestine
tnpA,FosB3,s__unclassified Enterococcus species,large_intestine
tnpA,ErmF,s__Bacteroides thetaiotaomicron,large_intestine
tnpA,ErmF,s__Bacteroides thetaiotaomicron,large_intestine
tnpA,cfrA,s__Parabacteroides goldsteinii,large_intestine
tnpA,CTX-M-65,s__unclassified Gammaproteobacteria species,large_intestine
tnpA,CTX-M-65,s__unclassified Gammaproteobacteria species,large_intestine
tnpA,tet(A),s__Sutterella megalosphaeroides,large_intestine
tnpA,TEM-1,s__Escherichia coli,large_intestine
rep7,catA8,s__unclassified Streptococcus species,large_intestine
tnpA,EstT,s__Sphingobacterium sp. BN32,large_intestine
Tn916,tet(45),s__Enterococcus faecalis,large_intestine
Tn916,tet(45),s__Enterococcus faecalis,large_intestine
Tn916,tet(45),s__Enterococcus faecalis,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
tnpA,FosB3,s__unclassified Enterococcus species,large_intestine
IS91,tet(A),s__unclassified Enterobacterales species,large_intestine
qacEdelta,tet(A),s__unclassified Enterobacterales species,large_intestine
tnpA,tet(O),s__Campylobacter hepaticus,large_intestine
tnpA,ErmA,s__Enterococcus faecium,large_intestine
tnpA,fexA,s__Enterococcus faecium,large_intestine
rep22,tet(45),s__Staphylococcus aureus,large_intestine
tnpA,AAC(3)-IVa,s__Salmonella enterica,large_intestine
tnpA,OXA-347,s__Bacteroides thetaiotaomicron,large_intestine
tnpA,ErmA,s__Enterococcus faecalis,large_intestine
tnpA,cfrA,s__Lysinibacillus capsici,large_intestine
intI1,arr-3,s__Klebsiella pneumoniae,large_intestine
intI1,dfrA27,s__Klebsiella pneumoniae,large_intestine
tnpA,tet(A),s__unclassified Enterobacterales species,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
tnpA,cfrA,s__Lysinibacillus capsici,large_intestine
qacEdelta,qacEdelta1,s__Escherichia coli,large_intestine
qacEdelta,sul1,s__Escherichia coli,large_intestine
tnpA,FosB3,s__unclassified Enterococcus species,large_intestine
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,large_intestine
tnpA,CTX-M-55,s__Escherichia coli,large_intestine
tnpA,cfrA,s__Prevotella bivia,large_intestine
rep7,catA8,s__Enterococcus lactis,large_intestine
Tn916,tet(44),s__Clostridium perfringens,large_intestine
tnpA,tet(A),s__unclassified Enterobacteriaceae species,large_intestine
tnpA,cfrA,s__Bacteroides fragilis,large_intestine
Tn916,tet(45),s__unclassified Bacilli species,large_intestine
Tn916,tet(45),s__unclassified Bacilli species,large_intestine
Tn916,tet(45),s__unclassified Bacilli species,large_intestine
Tn916,tet(M),s__unclassified Bacilli species,large_intestine
Tn916,tet(M),s__unclassified Bacilli species,large_intestine
Tn916,tet(M),s__unclassified Bacilli species,large_intestine
tnpA,FosB3,s__unclassified Enterococcus species,large_intestine
tnpA,CTX-M-55,s__unclassified Enterobacteriaceae species,large_intestine
Tn916,tet(44),s__Clostridium perfringens,large_intestine
rep7,catA8,s__Enterococcus faecium,large_intestine
qacEdelta,sul1,s__Rhodococcus pyridinivorans,large_intestine
tnpA,cfrA,s__unclassified Bacteroidales species,large_intestine
Tn916,tet(45),s__Enterococcus cecorum,large_intestine
Tn916,tet(45),s__Enterococcus cecorum,large_intestine
Tn916,tet(45),s__Enterococcus cecorum,large_intestine
repUS12,tet(45),s__Enterococcus cecorum,large_intestine
tnpA,tet(45),s__Enterococcus cecorum,large_intestine
Tn916,tet(M),s__Enterococcus cecorum,large_intestine
Tn916,tet(M),s__Enterococcus cecorum,large_intestine
Tn916,tet(M),s__Enterococcus cecorum,large_intestine
Tn916,tet(M),s__Enterococcus cecorum,large_intestine
repUS12,tet(M),s__Enterococcus cecorum,large_intestine
tnpA,tet(M),s__Enterococcus cecorum,large_intestine
qacEdelta,qacEdelta1,s__Escherichia coli,large_intestine
tnpA,FosB3,s__Enterococcus faecium,large_intestine
rep7,catA8,s__Enterococcus faecium,large_intestine
tnpA,lnuC,s__Enterococcus faecium,large_intestine
tnpA,FosB3,s__Enterococcus faecium,large_intestine
Tn916,tet(M),s__Enterococcus faecium,large_intestine
Tn916,tet(M),s__Enterococcus faecium,large_intestine
Tn916,tet(M),s__Enterococcus faecium,large_intestine
tnpA,vanTG,s__unclassified Acutalibacteraceae species,large_intestine
repUS12,tet(45),s__Staphylococcus aureus,large_intestine
tnpA,APH(6)-Id,s__unclassified Enterobacterales species,large_intestine
tnpA,tet(A),s__unclassified Enterobacterales species,large_intestine
IS91,arr-3,s__[Haemophilus] ducreyi,large_intestine
tnpA,cfrA,s__Lysinibacillus capsici,large_intestine
rep7,catA8,s__Limosilactobacillus reuteri,large_intestine
Tn916,tet(45),s__Staphylococcus aureus,large_intestine
Tn916,tet(45),s__Staphylococcus aureus,large_intestine
Tn916,tet(45),s__Staphylococcus aureus,large_intestine
Tn916,tet(M),s__Staphylococcus aureus,large_intestine
Tn916,tet(M),s__Staphylococcus aureus,large_intestine
Tn916,tet(M),s__Staphylococcus aureus,large_intestine
tnpA,FosB3,s__unclassified Enterococcus species,large_intestine
tnpA,cfrA,s__Parabacteroides goldsteinii,large_intestine
rep7,catA8,s__Lactobacillus intestinalis,large_intestine
tnpA,ErmF,s__Bacteroides fragilis,large_intestine
tnpA,ErmA,s__Enterococcus faecalis,large_intestine
tnpA,fexA,s__Enterococcus faecalis,large_intestine
tnpA,fexA,s__Enterococcus faecium,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
tnpA,cfrA,s__Parabacteroides goldsteinii,large_intestine
tnpA,FosB3,s__Enterococcus faecium,large_intestine
rep7,catA8,s__Enterococcus lactis,large_intestine
tnpA,tet(A),s__Duodenibacillus massiliensis,large_intestine
qacEdelta,qacEdelta1,s__Rhodococcus pyridinivorans,large_intestine
qacEdelta,sul1,s__Rhodococcus pyridinivorans,large_intestine
repUS12,tet(45),s__Staphylococcus aureus,large_intestine
tnpA,tet(45),s__Staphylococcus aureus,large_intestine
intI1,dfrA17,s__unclassified Enterobacterales species,large_intestine
Tn916,tet(M),s__unclassified Enterococcus species,large_intestine
Tn916,tet(M),s__unclassified Enterococcus species,large_intestine
Tn916,tet(M),s__unclassified Enterococcus species,large_intestine
Tn916,tet(M),s__unclassified Enterococcus species,large_intestine
tnpA,cfrA,s__Parabacteroides goldsteinii,large_intestine
repUS12,tet(45),s__Enterococcus cecorum,large_intestine
tnpA,tet(45),s__Enterococcus cecorum,large_intestine
tnpA,FosB3,s__unclassified Enterococcus species,large_intestine
Tn916,tet(M),s__Enterococcus faecium,large_intestine
Tn916,tet(M),s__Enterococcus faecium,large_intestine
Tn916,tet(M),s__Enterococcus faecium,large_intestine
Tn916,tet(M),s__Enterococcus faecium,large_intestine
tnpA,cfrA,s__Segatella copri,large_intestine
tnpA,cfrA,s__Segatella copri,large_intestine
tnpA,cfrA,s__Segatella copri,large_intestine
tnpA,tet(A),s__Brevundimonas mediterranea,large_intestine
tnpA,cfrA,s__Parabacteroides goldsteinii,large_intestine
rep7,catA8,s__unclassified Streptococcus species,large_intestine
Tn916,tet(M),s__Enterococcus faecium,large_intestine
Tn916,tet(M),s__Enterococcus faecium,large_intestine
Tn916,tet(M),s__Enterococcus faecium,large_intestine
Tn916,tet(M),s__Enterococcus faecium,large_intestine
Tn916,tet(M),s__Enterococcus faecium,large_intestine
tnpA,AAC(3)-IVa,s__unclassified Bacteria species,large_intestine
tnpA,fexA,s__Enterococcus faecalis,large_intestine
IS91,arr-3,s__[Haemophilus] ducreyi,large_intestine
qacEdelta,qacEdelta1,s__Escherichia coli,large_intestine
tnpA,fexA,s__Enterococcus faecium,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
tnpA,cfrA,s__unclassified Bacteroidales species,large_intestine
tnpA,cfrA,s__unclassified Bacteroidales species,large_intestine
qacEdelta,qacEdelta1,s__unclassified Bacteria species,large_intestine
qacEdelta,sul1,s__unclassified Bacteria species,large_intestine
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,large_intestine
tnpA,cfrA,s__Parabacteroides goldsteinii,large_intestine
tnpA,cfrA,s__Parabacteroides goldsteinii,large_intestine
Tn916,tet(M),s__Jeotgalibaca ciconiae,large_intestine
tnpA,AAC(3)-IVa,s__unclassified Enterobacteriaceae species,large_intestine
tnpA,AAC(3)-IVa,s__unclassified Enterobacteriaceae species,large_intestine
tnpA,tet(A),s__Bradyrhizobium canariense,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
tnpA,tet(A),s__unclassified Enterobacterales species,large_intestine
tnpA,cfrA,s__Parabacteroides goldsteinii,large_intestine
tnpA,cfrA,s__Parabacteroides goldsteinii,large_intestine
tnpA,tet(Q),s__Parabacteroides goldsteinii,large_intestine
tnpA,tet(Q),s__Parabacteroides goldsteinii,large_intestine
tnpA,ErmA,s__Enterococcus faecium,large_intestine
tnpA,Streptococcus suis chloramphenicol acetyltransferase,s__unclassified Campylobacter species,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
tnpA,TEM-1,s__Escherichia coli,large_intestine
tnpA,TEM-1,s__Escherichia coli,large_intestine
tnpA,fexA,s__Enterococcus faecalis,large_intestine
tnpA,cfrA,s__Bacteroides fragilis,large_intestine
tnpA,cfrA,s__Bacteroides fragilis,large_intestine
Tn916,FosXCC,s__Enterococcus saigonensis,large_intestine
rep7,catA8,s__Enterococcus faecium,large_intestine
tnpA,tet(A),s__unclassified Enterobacteriaceae species,large_intestine
qacEdelta,qacEdelta1,s__unclassified Bacteria species,large_intestine
rep7,catA8,s__unclassified Streptococcus species,large_intestine
intI1,ANT(2'')-Ia,s__unclassified Actinomycetes species,large_intestine
tnpA,ANT(2'')-Ia,s__unclassified Actinomycetes species,large_intestine
Tn916,tet(45),s__unclassified Enterococcus species,large_intestine
Tn916,tet(45),s__unclassified Enterococcus species,large_intestine
Tn916,tet(45),s__unclassified Enterococcus species,large_intestine
Tn916,tet(M),s__unclassified Enterococcus species,large_intestine
Tn916,tet(M),s__unclassified Enterococcus species,large_intestine
Tn916,tet(M),s__unclassified Enterococcus species,large_intestine
Tn916,tet(M),s__unclassified Enterococcus species,large_intestine
tnpA,FosB3,s__unclassified Enterococcus species,large_intestine
tnpA,tet(A),s__unclassified Pseudomonadota species,large_intestine
tnpA,cfrA,s__Parabacteroides goldsteinii,large_intestine
tnpA,cfrA,s__Parabacteroides goldsteinii,large_intestine
tnpA,APH(3')-Ia,s__unclassified Pasteurellaceae species,large_intestine
tnpA,OXA-347,s__Bacteroides thetaiotaomicron,large_intestine
IS91,TEM-1,s__unclassified Enterobacterales species,large_intestine
repUS12,tet(45),s__Staphylococcus aureus,large_intestine
tnpA,ErmB,s__Enterococcus faecium,large_intestine
rep7,catA8,s__unclassified Streptococcus species,large_intestine
tnpA,tet(Q),s__Segatella copri,large_intestine
tnpA,ErmF,s__Segatella copri,large_intestine
tnpA,ErmF,s__Segatella copri,large_intestine
tnpA,APH(3')-IIIa,s__Bacteroides thetaiotaomicron,large_intestine
tnpA,tet(Q),s__Bacteroides thetaiotaomicron,large_intestine
tnpA,APH(4)-Ia,s__Proteus mirabilis,large_intestine
tnpA,APH(4)-Ia,s__Proteus mirabilis,large_intestine
rep7,catA8,s__Enterococcus faecium,large_intestine
tnpA,ErmF,s__Bacteroides fragilis,large_intestine
tnpA,ErmF,s__Bacteroides fragilis,large_intestine
tnpA,ErmF,s__Bacteroides fragilis,large_intestine
tnpA,OXA-347,s__Bacteroides fragilis,large_intestine
tnpA,sul2,s__Bacteroides fragilis,large_intestine
tnpA,tet(Q),s__Bacteroides fragilis,large_intestine
tnpA,fexA,s__Lactococcus sp. LG1267,large_intestine
tnpA,fexA,s__Lactococcus sp. LG1267,large_intestine
Tn916,tet(M),s__unclassified Enterococcus species,large_intestine
Tn916,tet(M),s__unclassified Enterococcus species,large_intestine
Tn916,tet(M),s__unclassified Enterococcus species,large_intestine
Tn916,tet(M),s__unclassified Enterococcus species,large_intestine
tnpA,cfrA,s__Segatella copri,large_intestine
tnpA,cfrA,s__Segatella copri,large_intestine
tnpA,ErmF,s__Segatella copri,large_intestine
tnpA,ErmF,s__Segatella copri,large_intestine
tnpA,tet(Q),s__Segatella copri,large_intestine
tnpA,tet(Q),s__Segatella copri,large_intestine
tnpA,fexA,s__Megamonas funiformis,large_intestine
tnpA,fexA,s__Megamonas funiformis,large_intestine
tnpA,fexA,s__Megamonas funiformis,large_intestine
tnpA,lnuC,s__Megamonas funiformis,large_intestine
tnpA,tet(45),s__Staphylococcus aureus,large_intestine
tnpA,nimJ,s__Bacteroides graminisolvens,large_intestine
tnpA,cfrA,s__Segatella copri,large_intestine
tnpA,cfrA,s__Segatella copri,large_intestine
tnpA,fexA,s__Enterococcus faecium,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
tnpA,FosB3,s__Megamonas funiformis,large_intestine
qacEdelta,qacEdelta1,s__unclassified Bacteria species,large_intestine
qacEdelta,sul1,s__unclassified Bacteria species,large_intestine
tnpA,tet(A),s__Lysobacter sp. S4-A87,large_intestine
rep7,catA8,s__unclassified Streptococcus species,large_intestine
tnpA,cfrA,s__Prevotella bivia,large_intestine
tnpA,cfrA,s__Prevotella bivia,large_intestine
rep22,tet(45),s__Staphylococcus aureus,large_intestine
tnpA,tet(A),s__unclassified Pseudomonadota species,large_intestine
tnpA,ErmA,s__Enterococcus faecalis,large_intestine
rep7,catA8,s__unclassified Streptococcus species,large_intestine
tnpA,cfrA,s__Parabacteroides goldsteinii,large_intestine
tnpA,cfrA,s__Parabacteroides goldsteinii,large_intestine
tnpA,vanTG,s__Clostridium sp. M62/1,large_intestine
tnpA,ErmA,s__unclassified Bacteria species,large_intestine
tnpA,tet(A),s__unclassified Pseudomonadota species,large_intestine
Tn916,tet(45),s__Staphylococcus aureus,large_intestine
Tn916,tet(45),s__Staphylococcus aureus,large_intestine
Tn916,tet(45),s__Staphylococcus aureus,large_intestine
Tn916,tet(M),s__Staphylococcus aureus,large_intestine
Tn916,tet(M),s__Staphylococcus aureus,large_intestine
Tn916,tet(M),s__Staphylococcus aureus,large_intestine
Tn916,tet(M),s__Staphylococcus aureus,large_intestine
tnpA,fexA,s__Enterococcus faecalis,large_intestine
tnpA,tet(A),s__Streptomyces sp. A2-16,large_intestine
qacEdelta,qacEdelta1,s__Escherichia coli,large_intestine
tnpA,cfrA,s__Bacteroides fragilis,large_intestine
tnpA,FosB3,s__unclassified Enterococcus species,large_intestine
tnpA,fexA,s__Enterococcus faecalis,large_intestine
IS91,tet(A),s__unclassified Enterobacteriaceae species,large_intestine
tnpA,tet(A),s__unclassified Enterobacteriaceae species,large_intestine
tnpA,tet(A),s__unclassified Enterobacteriaceae species,large_intestine
Tn916,tet(M),s__Enterococcus faecium,large_intestine
Tn916,tet(M),s__Enterococcus faecium,large_intestine
Tn916,tet(M),s__Enterococcus faecium,large_intestine
tnpA,FosB3,s__Enterococcus faecium,large_intestine
rep7,catA8,s__Megamonas funiformis,large_intestine
tnpA,cfrA,s__Prevotella bivia,large_intestine
tnpA,cfrA,s__Prevotella bivia,large_intestine
tnpA,tet(A),s__unclassified Pseudomonadota species,large_intestine
tnpA,tet(A),s__unclassified Pseudomonadota species,large_intestine
tnpA,TEM-1,s__unclassified Enterobacterales species,large_intestine
tnpA,TEM-1,s__unclassified Enterobacterales species,large_intestine
tnpA,AAC(3)-IVa,s__Salmonella enterica,large_intestine
repUS12,tet(45),s__Staphylococcus aureus,large_intestine
tnpA,CTX-M-55,s__unclassified Enterobacteriaceae species,large_intestine
tnpA,OXA-347,s__Bacteroides thetaiotaomicron,large_intestine
tnpA,cfrA,s__Segatella copri,large_intestine
repUS12,tet(45),s__Staphylococcus aureus,large_intestine
rep22,tet(45),s__Paraclostridium sordellii,large_intestine
rep7,catA8,s__unclassified Streptococcus species,large_intestine
tnpA,cfrA,s__Prevotella bivia,large_intestine
tnpA,cfrA,s__Prevotella bivia,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
tnpA,fexB,s__Enterococcus faecium,large_intestine
tnpA,ErmA,s__Enterococcus faecium,large_intestine
tnpA,fexA,s__Enterococcus faecium,large_intestine
tnpA,tet(A),s__unclassified Enterobacterales species,large_intestine
tnpA,FosB3,s__unclassified Enterococcus species,large_intestine
tnpA,tet(45),s__Staphylococcus aureus,large_intestine
tnpA,ErmA,s__Enterococcus faecium,large_intestine
tnpA,tet(A),s__unclassified Pseudomonadota species,large_intestine
tnpA,cfrA,s__Bacteroides fragilis,large_intestine
tnpA,tet(A),s__Escherichia coli,large_intestine
tnpA,tet(A),s__Escherichia coli,large_intestine
tnpA,cfrA,s__Bacteroides fragilis,large_intestine
tnpA,cfrA,s__Bacteroides fragilis,large_intestine
tnpA,cfrA,s__Bacteroides fragilis,large_intestine
rep7,catA8,s__unclassified Streptococcus species,large_intestine
tnpA,TEM-1,s__unclassified Gammaproteobacteria species,large_intestine
tnpA,TEM-1,s__unclassified Gammaproteobacteria species,large_intestine
tnpA,AAC(3)-IVa,s__unclassified Gammaproteobacteria species,large_intestine
tnpA,FosB3,s__unclassified Enterococcus species,large_intestine
qacEdelta,cmlA5,s__Rhodococcus pyridinivorans,large_intestine
qacEdelta,qacEdelta1,s__Rhodococcus pyridinivorans,large_intestine
qacEdelta,sul1,s__Rhodococcus pyridinivorans,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
tnpA,CTX-M-55,s__Escherichia coli,large_intestine
tnpA,CTX-M-55,s__Escherichia coli,large_intestine
tnpA,FosB3,s__Enterococcus faecium,large_intestine
qacEdelta,dfrA27,s__unclassified Bacteria species,large_intestine
qacEdelta,qacEdelta1,s__unclassified Bacteria species,large_intestine
tnpA,tet(A),s__unclassified Bacteria species,large_intestine
rep7,catA8,s__unclassified Streptococcus species,large_intestine
Tn916,tet(45),s__Enterococcus faecalis,large_intestine
Tn916,tet(45),s__Enterococcus faecalis,large_intestine
Tn916,tet(45),s__Enterococcus faecalis,large_intestine
repUS12,tet(45),s__Enterococcus faecalis,large_intestine
tnpA,tet(45),s__Enterococcus faecalis,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
repUS12,tet(M),s__Enterococcus faecalis,large_intestine
tnpA,tet(M),s__Enterococcus faecalis,large_intestine
tnpA,cfrA,s__Bacteroides xylanisolvens,large_intestine
tnpA,cfrA,s__Bacteroides xylanisolvens,large_intestine
qacEdelta,qacEdelta1,s__Escherichia coli,large_intestine
IS91,APH(6)-Id,s__unclassified root species,large_intestine
tnpA,tet(A),s__unclassified Enterobacteriaceae species,large_intestine
tnpA,cfrA,s__Prevotella sp. E9-3,large_intestine
qacEdelta,qacEdelta1,s__unclassified Bacteria species,large_intestine
tnpA,FosB3,s__Enterococcus faecium,large_intestine
rep7,catA8,s__unclassified Streptococcus species,large_intestine
tnpA,cfrA,s__Lysinibacillus capsici,large_intestine
tnpA,tet(A),s__unclassified Enterobacteriaceae species,large_intestine
tnpA,TEM-1,s__Enterobacter asburiae,large_intestine
tnpA,TEM-1,s__Enterobacter asburiae,large_intestine
Tn916,tet(M),s__unclassified Enterococcus species,large_intestine
Tn916,tet(M),s__unclassified Enterococcus species,large_intestine
Tn916,tet(M),s__unclassified Enterococcus species,large_intestine
Tn916,tet(M),s__unclassified Enterococcus species,large_intestine
tnpA,ErmA,s__Enterococcus faecium,large_intestine
qacEdelta,arr-3,s__unclassified Gammaproteobacteria species,large_intestine
qacEdelta,qacEdelta1,s__unclassified Gammaproteobacteria species,large_intestine
IS91,tet(A),s__unclassified Gammaproteobacteria species,large_intestine
tnpA,tet(A),s__unclassified Gammaproteobacteria species,large_intestine
tnpA,APH(6)-Id,s__unclassified Gammaproteobacteria species,large_intestine
Tn916,tet(44),s__Clostridium perfringens,large_intestine
tnpA,FosB3,s__unclassified Enterococcus species,large_intestine
rep7,catA8,s__Limosilactobacillus reuteri,large_intestine
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,large_intestine
repUS12,tet(45),s__Staphylococcus aureus,large_intestine
tnpA,arr-3,s__Klebsiella pneumoniae,large_intestine
tnpA,dfrA27,s__Klebsiella pneumoniae,large_intestine
tnpA,cfrA,s__Bacteroides fragilis,large_intestine
tnpA,cfrA,s__Bacteroides fragilis,large_intestine
tnpA,cfrA,s__Bacteroides fragilis,large_intestine
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,large_intestine
tnpA,tet(Q),s__Segatella copri,large_intestine
tnpA,cfrA,s__Bacteroides fragilis,large_intestine
tnpA,FosB3,s__Enterococcus faecium,large_intestine
tnpA,arr-3,s__Klebsiella pneumoniae,large_intestine
tnpA,dfrA27,s__Klebsiella pneumoniae,large_intestine
tnpA,ErmA,s__Enterococcus faecium,large_intestine
tnpA,tet(A),s__unclassified Bacteria species,large_intestine
rep7,catA8,s__Enterococcus faecalis,large_intestine
repUS12,catA8,s__Enterococcus faecalis,large_intestine
rep7,tet(45),s__Enterococcus faecalis,large_intestine
repUS12,tet(45),s__Enterococcus faecalis,large_intestine
tnpA,FosB3,s__Enterococcus faecium,large_intestine
tnpA,cfrA,s__Segatella copri,large_intestine
Tn916,tet(M),s__Enterococcus faecium,large_intestine
Tn916,tet(M),s__Enterococcus faecium,large_intestine
Tn916,tet(M),s__Enterococcus faecium,large_intestine
Tn916,tet(M),s__Enterococcus faecium,large_intestine
tnpA,cfrA,s__Segatella copri,large_intestine
tnpA,FosB3,s__Enterococcus faecium,large_intestine
Tn916,tet(45),s__Staphylococcus aureus,large_intestine
Tn916,tet(45),s__Staphylococcus aureus,large_intestine
repUS12,tet(45),s__Staphylococcus aureus,large_intestine
tnpA,tet(45),s__Staphylococcus aureus,large_intestine
Tn916,tet(M),s__Staphylococcus aureus,large_intestine
Tn916,tet(M),s__Staphylococcus aureus,large_intestine
repUS12,tet(M),s__Staphylococcus aureus,large_intestine
tnpA,tet(M),s__Staphylococcus aureus,large_intestine
IS91,arr-3,s__[Haemophilus] ducreyi,large_intestine
tnpA,tet(A),s__unclassified Pseudomonadota species,large_intestine
tnpA,cfrA,s__Bacteroides fragilis,large_intestine
tnpA,cfrA,s__Bacteroides fragilis,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
tnpA,APH(3')-Ia,s__Klebsiella grimontii,large_intestine
rep7,catA8,s__Enterococcus lactis,large_intestine
tnpA,FosB3,s__Enterococcus faecium,large_intestine
tnpA,AAC(3)-IVa,s__Salmonella enterica,large_intestine
qacEdelta,qacEdelta1,s__unclassified Bacteria species,large_intestine
qacEdelta,sul1,s__unclassified Bacteria species,large_intestine
qacEdelta,qacEdelta1,s__Shewanella xiamenensis,large_intestine
qacEdelta,sul1,s__Shewanella xiamenensis,large_intestine
tnpA,FosB3,s__Enterococcus faecium,large_intestine
IS91,arr-3,s__[Haemophilus] ducreyi,large_intestine
repUS12,tet(45),s__Staphylococcus aureus,large_intestine
Tn916,tet(M),s__Enterococcus faecium,large_intestine
Tn916,tet(M),s__Enterococcus faecium,large_intestine
Tn916,tet(M),s__Enterococcus faecium,large_intestine
tnpA,CTX-M-55,s__Escherichia coli,large_intestine
tnpA,tet(A),s__unclassified Bacteria species,large_intestine
tnpA,Streptococcus suis chloramphenicol acetyltransferase,s__Enterococcus faecium,large_intestine
tnpA,cfrA,s__Bacteroides fragilis,large_intestine
tnpA,tet(A),s__unclassified Enterobacterales species,large_intestine
IS91,APH(6)-Id,s__unclassified Gammaproteobacteria species,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
tnpA,QnrS1,s__unclassified Enterobacterales species,large_intestine
tnpA,QnrS1,s__unclassified Enterobacterales species,large_intestine
tnpA,fexA,s__Faecalibacterium taiwanense,large_intestine
tnpA,cfrA,s__Bacteroides fragilis,large_intestine
tnpA,cfrA,s__Bacteroides fragilis,large_intestine
tnpA,cfrA,s__Bacteroides fragilis,large_intestine
tnpA,APH(3')-IIIa,s__Segatella copri,large_intestine
qacEdelta,qacEdelta1,s__Rhodococcus pyridinivorans,large_intestine
qacEdelta,sul1,s__Rhodococcus pyridinivorans,large_intestine
tnpA,FosB3,s__Enterococcus faecium,large_intestine
rep7,catA8,s__unclassified Streptococcus species,large_intestine
tnpA,tet(A),s__unclassified Enterobacteriaceae species,large_intestine
tnpA,cfrA,s__Prevotella bivia,large_intestine
tnpA,ErmA,s__Enterococcus faecalis,large_intestine
tnpA,fexA,s__Enterococcus faecalis,large_intestine
tnpA,AAC(3)-IVa,s__unclassified Bacteria species,large_intestine
tnpA,APH(4)-Ia,s__unclassified Bacteria species,large_intestine
rep7,catA8,s__unclassified Streptococcus species,large_intestine
tnpA,TEM-1,s__Escherichia coli,large_intestine
tnpA,tet(A),s__unclassified Pseudomonadota species,large_intestine
tnpA,CTX-M-55,s__Escherichia coli,large_intestine
qacEdelta,qacL,s__unclassified Gammaproteobacteria species,large_intestine
tnpA,FosB3,s__unclassified Enterococcus species,large_intestine
tnpA,cfrA,s__Bacteroides fragilis,large_intestine
tnpA,cfrA,s__Bacteroides fragilis,large_intestine
tnpA,cfrA,s__Bacteroides fragilis,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
Tn916,tet(M),s__Enterococcus faecalis,large_intestine
qacEdelta,arr-3,s__Escherichia coli,large_intestine
qacEdelta,dfrA27,s__Escherichia coli,large_intestine
qacEdelta,qacEdelta1,s__Escherichia coli,large_intestine
qacEdelta,sul1,s__Escherichia coli,large_intestine
tnpA,Streptococcus suis chloramphenicol acetyltransferase,s__unclassified Campylobacter species,large_intestine
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,large_intestine
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,large_intestine
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,large_intestine
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,large_intestine
Tn916,dfrF,s__Clostridioides difficile,large_intestine
tnpA,cfrA,s__Parabacteroides goldsteinii,large_intestine
tnpA,cfrA,s__Parabacteroides goldsteinii,large_intestine
tnpA,FosB3,s__Enterococcus faecium,large_intestine
rep7,catA8,s__unclassified Streptococcus species,large_intestine
